customer_id,total_orders,total_sales,avg_order_value,first_order_date,last_order_date,recency_days,return_count,review_count,avg_rating,customer_lifetime_value,customer_segment
C00818,9,614.29,68.25,2025-03-25,2025-12-20,11,1,3,4.00,614.29,Regular
C00819,63,6312.27,100.19,2024-10-07,2025-12-27,4,5,30,4.33,6312.27,Loyal
C00820,26,2181.75,83.91,2023-11-15,2025-10-13,79,1,11,4.00,2181.75,Regular
C00821,42,3304.36,78.68,2023-09-14,2025-11-30,31,4,12,4.33,3304.36,Regular
C00822,49,4271.51,87.17,2023-06-07,2025-11-29,32,1,13,4.00,4271.51,New
C00823,20,2268.86,113.44,2025-06-20,2025-12-29,2,3,15,4.53,2268.86,Loyal
C00824,31,3119.81,100.64,2024-06-07,2025-12-26,5,1,16,4.00,3119.81,Loyal
C00825,74,7968.28,107.68,2023-08-15,2025-11-25,36,7,40,4.17,7968.28,Loyal
C00826,31,4110.51,132.60,2025-01-14,2025-12-29,2,2,26,4.15,4110.51,VIP
C00827,7,557.22,79.60,2025-10-20,2025-12-12,19,1,6,4.17,557.22,Regular
C00828,9,955.24,106.14,2024-07-02,2025-12-22,9,1,1,4.00,955.24,New
C00829,0,0.00,0.00,,,,0,0,,0.00,Regular
C00830,79,7962.11,100.79,2023-05-25,2025-12-06,25,3,42,4.05,7962.11,Loyal
C00831,44,4322.35,98.24,2024-12-14,2025-12-17,14,0,16,4.62,4322.35,Loyal
C00832,24,1859.10,77.46,2024-02-19,2025-12-22,9,0,9,4.33,1859.10,Regular
C00833,0,0.00,0.00,,,,0,0,,0.00,New
C00834,12,1198.90,99.91,2025-05-20,2025-11-08,53,0,8,4.12,1198.90,Regular
C00835,11,697.87,63.44,2024-06-01,2025-08-15,138,0,2,4.50,697.87,New
C00836,16,1554.79,97.17,2025-07-01,2025-12-26,5,0,11,4.09,1554.79,Loyal
C00837,129,13511.39,104.74,2023-11-01,2025-12-28,3,13,64,4.33,13511.39,Loyal
C00838,8,761.48,95.19,2025-10-11,2025-12-25,6,2,3,4.00,761.48,Regular
C00839,0,0.00,0.00,,,,0,0,,0.00,New
C00840,5,413.09,82.62,2025-06-01,2025-12-28,3,0,0,,413.09,Regular
C00841,78,7634.60,97.88,2024-01-08,2025-12-13,18,4,48,4.33,7634.60,Loyal
C00842,15,1476.55,98.44,2024-08-20,2025-12-05,26,0,9,3.78,1476.55,Regular
C00843,0,0.00,0.00,,,,0,0,,0.00,New
C00844,26,2110.02,81.15,2024-03-26,2025-12-01,30,0,12,4.17,2110.02,Regular
C00845,0,0.00,0.00,,,,0,0,,0.00,Loyal
C00846,0,0.00,0.00,,,,0,0,,0.00,Loyal
C00847,22,1727.52,78.52,2024-11-01,2025-12-14,17,2,7,4.14,1727.52,Regular
C00848,39,3491.15,89.52,2024-05-04,2025-12-11,20,4,20,4.10,3491.15,Loyal
C00849,20,1886.04,94.30,2025-04-28,2025-12-25,6,1,12,3.83,1886.04,Loyal
C00850,24,1932.75,80.53,2024-12-28,2025-12-20,11,1,11,3.82,1932.75,Loyal
C00851,0,0.00,0.00,,,,0,0,,0.00,New
C00852,0,0.00,0.00,,,,0,0,,0.00,VIP
C00853,43,3181.89,74.00,2024-04-01,2025-12-05,26,3,10,4.40,3181.89,Regular
C00854,0,0.00,0.00,,,,0,0,,0.00,Regular
C00855,63,6482.40,102.90,2024-03-31,2025-12-19,12,6,34,4.18,6482.40,VIP
C00856,0,0.00,0.00,,,,0,0,,0.00,VIP
C00857,31,2452.03,79.10,2024-03-12,2025-12-16,15,0,9,4.22,2452.03,Regular
C00858,15,945.87,63.06,2023-10-16,2025-12-01,30,4,0,,945.87,New
C00859,54,5233.95,96.92,2024-09-01,2025-12-19,12,5,18,4.11,5233.95,Loyal
C00860,14,1507.31,107.67,2025-11-13,2025-12-31,0,1,15,4.13,1507.31,VIP
C00861,15,1230.06,82.00,2024-12-06,2025-12-26,5,0,7,4.43,1230.06,Regular
C00862,0,0.00,0.00,,,,0,0,,0.00,New
C00863,6,368.16,61.36,2024-11-23,2025-11-23,38,1,1,4.00,368.16,New
C00864,4,241.26,60.31,2024-12-09,2024-12-31,365,0,0,,241.26,New
C00865,32,2832.93,88.53,2024-04-06,2025-12-14,17,4,8,4.00,2832.93,Regular
C00866,0,0.00,0.00,,,,0,0,,0.00,Regular
C00867,32,2157.82,67.43,2023-12-15,2025-11-12,49,2,7,4.29,2157.82,New
C00868,5,617.00,123.40,2025-10-10,2025-12-23,8,0,6,4.00,617.00,VIP
C00869,3,284.33,94.78,2025-12-13,2025-12-15,16,0,3,4.33,284.33,VIP
C00870,25,1964.59,78.58,2024-04-02,2025-12-26,5,4,5,4.20,1964.59,Regular
C00871,4,231.74,57.94,2025-11-01,2025-11-25,36,0,3,5.00,231.74,Regular
C00872,8,761.15,95.14,2025-01-05,2025-12-23,8,1,3,4.33,761.15,Regular
C00873,43,4155.76,96.65,2024-11-09,2025-12-20,11,1,19,4.37,4155.76,Loyal
C00874,124,13690.24,110.41,2023-02-25,2025-12-17,14,14,69,4.32,13690.24,Loyal
C00875,29,2338.58,80.64,2024-10-06,2025-12-20,11,1,11,3.82,2338.58,Regular
C00876,13,1026.55,78.97,2025-02-05,2025-12-09,22,0,7,4.29,1026.55,Regular
C00877,0,0.00,0.00,,,,0,0,,0.00,VIP
C00878,13,1406.12,108.16,2024-12-06,2025-10-03,89,1,8,4.38,1406.12,Regular
C00879,6,330.54,55.09,2025-06-04,2025-12-22,9,1,2,4.00,330.54,New
C00880,8,653.75,81.72,2025-02-27,2025-12-09,22,1,2,4.50,653.75,Regular
C00881,4,340.97,85.24,2025-09-03,2025-11-27,34,0,1,5.00,340.97,Regular
C00882,0,0.00,0.00,,,,0,0,,0.00,Regular
C00883,6,596.85,99.48,2025-03-26,2025-12-02,29,0,2,4.00,596.85,New
C00884,8,700.89,87.61,2025-01-27,2025-11-23,38,1,6,4.33,700.89,Regular
C00885,0,0.00,0.00,,,,0,0,,0.00,New
C00886,287,33833.26,117.89,2023-01-17,2025-12-19,12,16,172,4.28,33833.26,VIP
C00887,69,4861.08,70.45,2023-06-12,2025-12-22,9,3,24,4.33,4861.08,Regular
C00888,6,342.50,57.08,2024-11-03,2025-11-04,57,0,1,4.00,342.50,New
C00889,0,0.00,0.00,,,,0,0,,0.00,Loyal
C00890,4,266.60,66.65,2025-09-04,2025-12-13,18,0,2,4.50,266.60,Regular
C00891,1,17.17,17.17,2025-10-07,2025-10-07,85,0,0,,17.17,New
C00892,4,222.47,55.62,2025-11-24,2025-12-14,17,0,2,5.00,222.47,Regular
C00893,150,18539.19,123.59,2023-05-16,2025-12-18,13,14,118,4.18,18539.19,VIP
C00894,57,4888.32,85.76,2023-11-02,2025-12-27,4,5,27,4.11,4888.32,Loyal
C00895,5,646.29,129.26,2025-01-07,2025-12-14,17,1,2,4.00,646.29,New
C00896,61,4772.42,78.24,2023-12-13,2025-12-29,2,1,20,4.15,4772.42,Regular
C00897,33,3032.12,91.88,2023-01-27,2025-12-15,16,3,8,4.00,3032.12,New
C00898,7,442.86,63.27,2024-11-28,2025-12-31,0,0,1,4.00,442.86,New
C00899,3,116.79,38.93,2025-04-28,2025-12-12,19,0,0,,116.79,New
C00900,47,3988.96,84.87,2023-10-28,2025-12-19,12,1,16,4.44,3988.96,Regular
C00901,187,19194.09,102.64,2023-05-11,2025-12-26,5,14,102,4.23,19194.09,Loyal
C00902,5,337.88,67.58,2025-10-28,2025-12-30,1,0,2,4.00,337.88,VIP
C00903,13,1290.53,99.27,2024-12-08,2025-12-30,1,2,3,4.67,1290.53,Regular
C00904,1,33.55,33.55,2025-11-07,2025-11-07,54,0,0,,33.55,New
C00905,9,439.56,48.84,2025-05-15,2025-12-09,22,0,1,3.00,439.56,Regular
C00906,10,826.20,82.62,2025-01-23,2025-12-11,20,0,2,3.50,826.20,Regular
C00907,27,2390.98,88.55,2024-10-08,2025-12-01,30,4,12,4.33,2390.98,Regular
C00908,0,0.00,0.00,,,,0,0,,0.00,New
C00909,23,1987.90,86.43,2023-06-03,2025-10-09,83,0,4,4.25,1987.90,New
C00910,23,1879.07,81.70,2024-10-12,2025-12-31,0,1,4,4.50,1879.07,Regular
C00911,79,8048.63,101.88,2024-05-03,2025-11-30,31,6,33,4.12,8048.63,Loyal
C00912,0,0.00,0.00,,,,0,0,,0.00,New
C00913,16,1658.81,103.68,2025-11-13,2025-12-31,0,3,9,4.22,1658.81,VIP
C00914,12,1076.57,89.71,2024-12-21,2025-12-19,12,0,2,5.00,1076.57,Regular
C00915,1,51.46,51.46,2025-11-23,2025-11-23,38,0,0,,51.46,Regular
C00916,15,944.75,62.98,2024-10-25,2025-12-18,13,0,5,4.00,944.75,Regular
C00917,70,6495.92,92.80,2023-10-18,2025-12-30,1,5,46,4.30,6495.92,Loyal
C00918,5,314.40,62.88,2025-07-19,2025-11-30,31,0,2,3.50,314.40,New
C00919,59,5438.03,92.17,2023-04-25,2025-12-21,10,3,12,4.25,5438.03,Regular
C00920,33,2647.18,80.22,2024-08-02,2025-12-14,17,0,9,4.56,2647.18,Regular
C00921,49,4380.33,89.39,2023-08-10,2025-12-26,5,2,14,4.29,4380.33,Regular
C00922,124,10470.94,84.44,2023-02-27,2025-12-20,11,5,46,4.35,10470.94,Regular
C00923,48,4380.92,91.27,2024-01-29,2025-12-02,29,2,21,4.19,4380.92,Regular
C00924,2,93.11,46.55,2025-04-02,2025-09-24,98,0,1,4.00,93.11,New
C00925,136,14936.00,109.82,2024-02-29,2025-12-15,16,9,70,4.34,14936.00,VIP
C00926,28,2289.95,81.78,2024-04-08,2025-10-17,75,0,15,4.27,2289.95,Regular
C00927,0,0.00,0.00,,,,0,0,,0.00,Regular
C00928,0,0.00,0.00,,,,0,0,,0.00,Regular
C00929,32,2737.57,85.55,2023-12-13,2025-12-25,6,0,8,4.50,2737.57,Regular
C00930,248,28110.41,113.35,2023-02-02,2025-12-21,10,23,167,4.23,28110.41,VIP
C00931,13,1114.66,85.74,2024-09-30,2025-12-28,3,1,5,4.20,1114.66,New
C00932,29,2128.64,73.40,2023-02-14,2025-11-22,39,1,10,4.30,2128.64,New
C00933,60,4629.75,77.16,2023-07-06,2025-11-14,47,4,12,4.25,4629.75,Regular
C00934,54,4362.03,80.78,2023-05-09,2025-11-20,41,3,18,4.33,4362.03,Regular
C00935,0,0.00,0.00,,,,0,0,,0.00,Regular
C00936,0,0.00,0.00,,,,0,0,,0.00,Regular
C00937,54,6073.99,112.48,2024-11-12,2025-12-28,3,2,37,4.30,6073.99,VIP
C00938,13,1447.60,111.35,2024-04-17,2025-07-06,178,0,5,4.20,1447.60,New
C00939,0,0.00,0.00,,,,0,0,,0.00,Loyal
C00940,24,2370.58,98.77,2023-11-15,2025-11-29,32,0,10,4.30,2370.58,New
C00941,4,497.90,124.47,2025-09-24,2025-12-23,8,0,2,4.00,497.90,Regular
C00942,278,33588.37,120.82,2023-01-30,2025-12-29,2,21,168,4.26,33588.37,VIP
C00943,22,2929.28,133.15,2025-04-05,2025-12-22,9,2,10,4.50,2929.28,VIP
C00944,24,1965.56,81.90,2024-10-11,2025-12-17,14,0,9,4.22,1965.56,Loyal
C00945,12,980.09,81.67,2025-01-22,2025-12-04,27,1,3,4.00,980.09,Regular
C00946,73,7477.92,102.44,2023-10-05,2025-12-23,8,4,50,4.12,7477.92,Loyal
C00947,7,405.98,58.00,2025-08-02,2025-12-14,17,0,0,,405.98,Loyal
C00948,2,105.84,52.92,2025-12-01,2025-12-05,26,0,1,4.00,105.84,New
C00949,3,300.67,100.22,2025-08-01,2025-11-28,33,0,1,4.00,300.67,New
C00950,7,534.99,76.43,2025-05-30,2025-11-28,33,0,3,4.33,534.99,Regular
C00951,40,3244.25,81.11,2023-11-04,2025-12-21,10,3,13,3.85,3244.25,Regular
C00952,0,0.00,0.00,,,,0,0,,0.00,Regular
C00953,7,502.59,71.80,2025-04-26,2025-12-10,21,1,3,4.67,502.59,Regular
C00954,29,2335.01,80.52,2024-06-10,2025-12-06,25,0,6,4.33,2335.01,Regular
C00955,16,1533.70,95.86,2024-11-08,2025-11-01,60,0,4,4.50,1533.70,Regular
C00956,4,373.81,93.45,2025-06-22,2025-11-06,55,0,1,3.00,373.81,New
C00957,26,2074.87,79.80,2023-12-09,2025-12-21,10,2,6,4.33,2074.87,Regular
C00958,8,635.43,79.43,2025-07-10,2025-12-12,19,0,3,4.00,635.43,Regular
C00959,35,2603.98,74.40,2024-03-21,2025-12-17,14,2,5,4.20,2603.98,Regular
C00960,11,1335.81,121.44,2023-11-14,2025-03-27,279,0,9,4.33,1335.81,New
C00961,68,4662.49,68.57,2023-03-26,2025-12-10,21,5,19,4.16,4662.49,Regular
C00962,0,0.00,0.00,,,,0,0,,0.00,Regular
C00963,9,924.00,102.67,2024-11-13,2025-11-11,50,0,3,4.67,924.00,New
C00964,30,2370.64,79.02,2024-03-01,2025-12-30,1,2,5,4.00,2370.64,Regular
C00965,21,1751.19,83.39,2023-07-30,2025-12-09,22,1,13,4.08,1751.19,New
C00966,5,295.33,59.07,2025-05-09,2025-12-05,26,1,3,4.33,295.33,New
C00967,12,1043.35,86.95,2025-06-04,2025-12-23,8,0,4,4.00,1043.35,Regular
C00968,23,1641.95,71.39,2024-10-23,2025-08-30,123,1,5,4.40,1641.95,Regular
C00969,26,2610.73,100.41,2024-02-16,2025-11-26,35,0,12,4.08,2610.73,Regular
C00970,15,971.10,64.74,2024-11-04,2025-12-13,18,0,8,4.12,971.10,Regular
C00971,37,2684.69,72.56,2024-01-07,2025-12-25,6,0,11,4.55,2684.69,Regular
C00972,14,1265.22,90.37,2024-10-27,2025-12-16,15,0,2,4.50,1265.22,Regular
C00973,20,1777.60,88.88,2025-03-08,2025-12-31,0,0,11,4.36,1777.60,Loyal
C00974,15,1296.11,86.41,2025-04-15,2025-12-28,3,1,7,4.14,1296.11,VIP
C00975,4,326.96,81.74,2025-02-12,2025-11-21,40,0,2,4.50,326.96,New
C00976,17,1427.22,83.95,2024-03-15,2025-10-05,87,1,5,4.40,1427.22,New
C00977,91,8690.53,95.50,2023-06-24,2025-11-26,35,11,47,4.30,8690.53,Loyal
C00978,60,6438.30,107.30,2024-04-20,2025-12-17,14,5,39,4.15,6438.30,VIP
C00979,56,5684.51,101.51,2024-03-03,2025-12-28,3,7,33,4.06,5684.51,Loyal
C00980,26,1917.07,73.73,2024-03-06,2025-12-13,18,1,5,4.40,1917.07,Regular
C00981,49,4685.91,95.63,2024-12-29,2025-12-16,15,4,29,4.38,4685.91,Loyal
C00982,0,0.00,0.00,,,,0,0,,0.00,Loyal
C00983,0,0.00,0.00,,,,0,0,,0.00,Regular
C00984,19,1442.01,75.90,2025-01-05,2025-12-22,9,1,4,4.50,1442.01,Regular
C00985,10,1144.98,114.50,2025-07-07,2025-12-03,28,2,7,4.43,1144.98,VIP
C00986,49,5000.99,102.06,2024-03-19,2025-11-28,33,6,27,4.41,5000.99,Loyal
C00987,28,2271.13,81.11,2023-02-26,2025-10-23,69,1,9,4.22,2271.13,New
C00988,77,6325.45,82.15,2023-02-01,2025-12-29,2,1,22,4.14,6325.45,Regular
C00989,13,1026.94,79.00,2025-03-23,2025-12-31,0,1,5,4.40,1026.94,Regular
C00990,11,873.67,79.42,2024-03-25,2025-12-25,6,0,5,4.60,873.67,New
C00991,25,1897.87,75.91,2025-02-25,2025-12-20,11,2,10,4.30,1897.87,Loyal
C00992,57,4819.43,84.55,2023-06-01,2025-12-12,19,2,15,4.33,4819.43,Regular
C00993,86,6616.22,76.93,2023-02-14,2025-12-19,12,3,24,4.33,6616.22,Regular
C00994,0,0.00,0.00,,,,0,0,,0.00,Regular
C00995,30,2412.14,80.40,2024-06-27,2025-11-27,34,5,10,4.30,2412.14,Regular
C00996,1,62.19,62.19,2025-12-30,2025-12-30,1,0,0,,62.19,New
C00997,31,2867.63,92.50,2024-06-06,2025-12-19,12,2,13,4.38,2867.63,Regular
C00998,43,4074.85,94.76,2023-08-19,2025-12-24,7,1,15,4.00,4074.85,Regular
C00999,15,1359.04,90.60,2025-07-05,2025-12-31,0,0,10,4.60,1359.04,VIP
C01000,8,842.44,105.31,2025-10-26,2025-12-16,15,0,7,4.00,842.44,Loyal
C01001,4,356.91,89.23,2025-10-02,2025-11-26,35,1,2,4.50,356.91,New
C01002,3,191.85,63.95,2025-07-23,2025-11-19,42,0,0,,191.85,Regular
C01003,5,333.45,66.69,2025-11-27,2025-12-31,0,0,2,3.50,333.45,Regular
C01004,16,834.20,52.14,2024-08-29,2025-11-28,33,1,7,4.43,834.20,Regular
C01005,2,237.56,118.78,2025-07-08,2025-09-01,121,0,2,5.00,237.56,New
C01006,100,11680.19,116.80,2023-11-11,2025-12-28,3,8,56,4.25,11680.19,VIP
C01007,29,1914.01,66.00,2023-12-06,2025-12-15,16,1,8,4.00,1914.01,Regular
C01008,23,1780.75,77.42,2025-03-04,2025-12-31,0,0,7,4.00,1780.75,Regular
C01009,35,3157.03,90.20,2024-02-12,2025-12-26,5,2,9,4.78,3157.03,Regular
C01010,0,0.00,0.00,,,,0,0,,0.00,Regular
C01011,3,114.91,38.30,2025-08-19,2025-10-17,75,0,0,,114.91,Regular
C01012,45,4689.93,104.22,2024-11-24,2025-11-22,39,2,28,4.21,4689.93,Loyal
C01013,22,1705.00,77.50,2024-06-13,2025-12-22,9,1,5,4.20,1705.00,New
C01014,88,9672.62,109.92,2024-01-08,2025-12-20,11,9,59,4.22,9672.62,VIP
C01015,29,3074.97,106.03,2025-02-10,2025-12-16,15,1,16,4.31,3074.97,Loyal
C01016,18,1180.20,65.57,2024-07-16,2025-11-10,51,1,2,5.00,1180.20,Regular
C01017,19,1623.00,85.42,2024-04-21,2025-12-18,13,1,7,4.00,1623.00,Regular
C01018,77,6678.73,86.74,2023-09-26,2025-12-26,5,2,44,4.25,6678.73,Loyal
C01019,0,0.00,0.00,,,,0,0,,0.00,Regular
C01020,22,2018.67,91.76,2025-06-24,2025-12-30,1,1,10,4.30,2018.67,Loyal
C01021,19,1807.55,95.13,2025-03-20,2025-12-12,19,0,9,4.22,1807.55,Loyal
C01022,73,6008.61,82.31,2023-10-18,2025-12-22,9,4,40,4.30,6008.61,Loyal
C01023,0,0.00,0.00,,,,0,0,,0.00,VIP
C01024,0,0.00,0.00,,,,0,0,,0.00,Regular
C01025,17,1835.41,107.97,2025-04-11,2025-12-11,20,1,10,4.40,1835.41,Loyal
C01026,0,0.00,0.00,,,,0,0,,0.00,Loyal
C01027,96,8443.05,87.95,2023-08-02,2025-12-10,21,5,29,4.52,8443.05,Regular
C01028,0,0.00,0.00,,,,0,0,,0.00,New
C01029,34,3570.80,105.02,2024-07-01,2025-12-15,16,2,19,4.21,3570.80,Loyal
C01030,67,5321.28,79.42,2023-11-15,2025-12-15,16,3,26,4.42,5321.28,Regular
C01031,7,555.60,79.37,2025-05-02,2025-11-30,31,1,2,5.00,555.60,New
C01032,2,209.92,104.96,2025-11-29,2025-12-11,20,0,0,,209.92,Regular
C01033,96,10842.79,112.95,2023-11-06,2025-12-17,14,8,64,4.17,10842.79,VIP
C01034,74,6618.23,89.44,2023-03-21,2025-12-14,17,6,21,4.48,6618.23,Regular
C01035,3,208.76,69.59,2025-09-15,2025-12-12,19,1,1,3.00,208.76,Loyal
C01036,0,0.00,0.00,,,,0,0,,0.00,Regular
C01037,3,144.22,48.07,2025-10-02,2025-11-26,35,0,1,4.00,144.22,Regular
C01038,45,5525.18,122.78,2024-07-27,2025-12-13,18,3,30,4.27,5525.18,VIP
C01039,50,4465.92,89.32,2023-04-13,2025-12-30,1,3,20,4.30,4465.92,Regular
C01040,0,0.00,0.00,,,,0,0,,0.00,Regular
C01041,14,894.35,63.88,2023-11-10,2025-11-27,34,0,6,4.00,894.35,New
C01042,5,497.27,99.45,2025-04-03,2025-12-10,21,0,1,4.00,497.27,Regular
C01043,5,276.95,55.39,2025-09-05,2025-11-29,32,1,2,3.50,276.95,Regular
C01044,10,990.06,99.01,2025-06-25,2025-12-26,5,0,5,4.40,990.06,Regular
C01045,23,1454.58,63.24,2024-07-20,2025-11-30,31,1,7,4.57,1454.58,Regular
C01046,7,750.22,107.17,2025-08-14,2025-11-15,46,0,6,4.00,750.22,Loyal
C01047,16,1320.12,82.51,2024-10-13,2025-12-30,1,2,5,4.00,1320.12,Regular
C01048,75,7641.50,101.89,2023-07-07,2025-12-18,13,8,49,4.24,7641.50,Loyal
C01049,11,1231.40,111.95,2024-05-27,2025-12-06,25,0,4,4.25,1231.40,New
C01050,32,3011.23,94.10,2023-12-20,2025-12-21,10,0,7,4.86,3011.23,Regular
C01051,48,4780.52,99.59,2024-01-29,2025-12-27,4,2,31,4.06,4780.52,Loyal
C01052,39,3590.07,92.05,2024-08-20,2025-12-14,17,3,17,4.18,3590.07,Regular
C01053,0,0.00,0.00,,,,0,0,,0.00,Regular
C01054,8,517.90,64.74,2024-06-26,2025-10-11,81,0,3,4.00,517.90,New
C01055,12,715.54,59.63,2025-05-22,2025-12-26,5,0,3,4.33,715.54,Regular
C01056,15,925.22,61.68,2024-09-26,2025-11-29,32,1,5,4.00,925.22,Regular
C01057,9,676.23,75.14,2025-07-01,2025-12-13,18,0,4,4.50,676.23,Regular
C01058,11,1492.24,135.66,2025-03-01,2025-12-26,5,1,4,4.25,1492.24,Regular
C01059,24,1825.43,76.06,2023-06-09,2025-10-23,69,1,6,4.33,1825.43,New
C01060,10,1091.74,109.17,2025-05-15,2025-12-25,6,1,6,3.83,1091.74,Regular
C01061,0,0.00,0.00,,,,0,0,,0.00,Regular
C01062,78,6173.28,79.14,2023-03-01,2025-12-13,18,4,31,4.19,6173.28,Regular
C01063,210,25583.75,121.83,2023-09-19,2025-12-14,17,27,144,4.29,25583.75,VIP
C01064,6,556.62,92.77,2024-08-13,2025-09-24,98,1,2,5.00,556.62,New
C01065,0,0.00,0.00,,,,0,0,,0.00,New
C01066,101,11298.09,111.86,2023-10-20,2025-12-26,5,8,53,4.19,11298.09,VIP
C01067,2,261.61,130.81,2025-11-24,2025-12-24,7,0,1,4.00,261.61,Regular
C01068,3,216.82,72.27,2025-12-08,2025-12-31,0,0,2,5.00,216.82,Regular
C01069,3,176.19,58.73,2025-11-15,2025-12-11,20,0,0,,176.19,Regular
C01070,20,1809.55,90.48,2024-03-22,2025-12-15,16,2,7,4.29,1809.55,Regular
C01071,7,975.38,139.34,2024-06-11,2025-09-21,101,0,5,4.60,975.38,New
C01072,22,2292.49,104.20,2024-12-01,2025-12-29,2,0,14,4.21,2292.49,Loyal
C01073,85,7919.77,93.17,2023-10-02,2025-12-08,23,7,52,4.12,7919.77,Loyal
C01074,9,724.20,80.47,2025-03-09,2025-11-12,49,0,4,3.75,724.20,Regular
C01075,11,855.94,77.81,2024-06-04,2025-12-06,25,0,3,4.33,855.94,New
C01076,11,920.14,83.65,2025-04-03,2025-11-23,38,1,3,4.33,920.14,Regular
C01077,4,288.64,72.16,2025-09-04,2025-11-21,40,0,0,,288.64,Regular
C01078,2,205.21,102.60,2025-12-13,2025-12-13,18,0,1,5.00,205.21,Regular
C01079,17,1687.99,99.29,2025-02-24,2025-11-30,31,0,8,3.88,1687.99,Loyal
C01080,42,4085.01,97.26,2023-08-18,2025-12-17,14,4,12,4.17,4085.01,Regular
C01081,12,1236.72,103.06,2024-11-08,2025-11-15,46,2,1,4.00,1236.72,Regular
C01082,16,1444.92,90.31,2025-03-17,2025-12-31,0,1,12,4.50,1444.92,Loyal
C01083,0,0.00,0.00,,,,0,0,,0.00,New
C01084,42,3428.91,81.64,2023-07-19,2025-10-09,83,2,19,4.21,3428.91,Regular
C01085,15,1450.72,96.71,2024-11-30,2025-11-29,32,2,4,4.50,1450.72,Regular
C01086,17,1170.35,68.84,2024-05-24,2025-11-13,48,1,5,4.40,1170.35,Regular
C01087,0,0.00,0.00,,,,0,0,,0.00,Loyal
C01088,2,164.46,82.23,2025-11-23,2025-12-23,8,0,1,4.00,164.46,Regular
C01089,28,2516.98,89.89,2023-11-22,2025-12-05,26,1,11,4.27,2516.98,Regular
C01090,2,212.49,106.25,2025-10-03,2025-12-16,15,0,0,,212.49,Regular
C01091,18,1603.35,89.07,2024-12-12,2025-12-08,23,1,6,4.33,1603.35,Regular
C01092,16,1185.00,74.06,2024-11-01,2025-12-18,13,2,4,3.75,1185.00,Regular
C01093,23,1988.82,86.47,2024-04-05,2025-12-02,29,2,11,4.27,1988.82,Regular
C01094,5,378.95,75.79,2025-07-11,2025-11-08,53,0,2,4.50,378.95,Regular
C01095,4,218.58,54.65,2025-11-01,2025-12-21,10,0,3,3.67,218.58,Regular
C01096,40,3334.04,83.35,2023-09-13,2025-12-14,17,4,9,4.67,3334.04,Regular
C01097,10,736.09,73.61,2024-06-21,2025-11-16,45,1,2,3.50,736.09,New
C01098,36,3175.01,88.19,2024-06-20,2025-12-16,15,0,12,4.25,3175.01,Regular
C01099,43,4147.87,96.46,2024-03-17,2025-10-10,82,2,23,4.17,4147.87,Loyal
C01100,4,399.98,100.00,2024-12-24,2025-10-30,62,1,2,3.50,399.98,New
C01101,0,0.00,0.00,,,,0,0,,0.00,Regular
C01102,0,0.00,0.00,,,,0,0,,0.00,New
C01103,89,6920.83,77.76,2023-06-09,2025-12-13,18,3,33,4.24,6920.83,Regular
C01104,13,1012.50,77.88,2024-11-29,2025-12-29,2,3,5,4.80,1012.50,Loyal
C01105,81,8269.92,102.10,2024-03-02,2025-12-29,2,7,37,4.22,8269.92,Loyal
C01106,5,249.21,49.84,2025-06-09,2025-11-27,34,0,3,3.67,249.21,New
C01107,51,4404.16,86.36,2023-06-13,2025-12-12,19,5,13,4.00,4404.16,Regular
C01108,0,0.00,0.00,,,,0,0,,0.00,Regular
C01109,173,21137.53,122.18,2023-05-04,2025-12-16,15,11,115,4.23,21137.53,VIP
C01110,25,2328.50,93.14,2024-03-05,2025-12-14,17,1,8,4.25,2328.50,Regular
C01111,20,2259.70,112.98,2024-01-19,2025-11-01,60,1,8,4.75,2259.70,Regular
C01112,58,5586.71,96.32,2024-01-01,2025-12-27,4,5,23,4.26,5586.71,Loyal
C01113,4,521.90,130.48,2025-10-27,2025-12-30,1,0,3,5.00,521.90,Loyal
C01114,49,4786.95,97.69,2024-04-20,2025-12-24,7,3,28,4.43,4786.95,Loyal
C01115,0,0.00,0.00,,,,0,0,,0.00,Loyal
C01116,43,3759.42,87.43,2024-03-03,2025-12-25,6,2,17,4.18,3759.42,Regular
C01117,10,745.82,74.58,2025-09-08,2025-12-16,15,1,3,4.00,745.82,Regular
C01118,6,578.70,96.45,2025-04-02,2025-10-17,75,0,2,4.00,578.70,New
C01119,11,1033.51,93.96,2024-12-16,2025-12-16,15,0,4,4.00,1033.51,Regular
C01120,163,20749.18,127.30,2023-05-02,2025-12-30,1,16,113,4.28,20749.18,VIP
C01121,222,24787.84,111.66,2023-08-13,2025-12-30,1,12,129,4.19,24787.84,VIP
C01122,26,2759.14,106.12,2024-12-05,2025-12-23,8,1,11,4.00,2759.14,Loyal
C01123,2,75.60,37.80,2025-11-14,2025-11-25,36,0,0,,75.60,Regular
C01124,304,37455.32,123.21,2023-01-17,2025-12-31,0,21,171,4.26,37455.32,VIP
C01125,62,5270.29,85.00,2023-09-23,2025-12-20,11,6,17,4.18,5270.29,Regular
C01126,11,1287.60,117.05,2024-11-01,2025-11-24,37,0,6,4.50,1287.60,Regular
C01127,18,1405.79,78.10,2024-09-11,2025-11-28,33,1,5,4.20,1405.79,Regular
C01128,114,12907.17,113.22,2023-11-23,2025-12-31,0,11,61,4.18,12907.17,VIP
C01129,0,0.00,0.00,,,,0,0,,0.00,Loyal
C01130,116,12226.63,105.40,2023-04-13,2025-12-11,20,9,70,4.37,12226.63,Loyal
