date,total_sales,total_orders,units_sold,gross_sales,total_discount,avg_order_value,return_count,return_rate,avg_rating,sales_lag_7d,sales_lag_14d,sales_lag_30d,rolling_7d_sales,rolling_30d_sales,rolling_7d_orders
2023-07-26,9379.42,92,227,9365.48,172.53,101.95,8,0.0870,4.06,7015.48,7849.15,11754.95,58505.08,323106.11,607
2023-07-27,10860.29,108,259,10868.55,213.56,100.56,8,0.0741,4.33,10327.25,7235.00,13689.27,59038.12,320277.13,603
2023-07-28,9678.31,104,218,9597.54,195.94,93.06,7,0.0673,4.22,10481.82,11361.29,14526.26,58234.61,315429.18,605
2023-07-29,12319.35,124,266,12302.92,272.13,99.35,8,0.0645,4.28,8019.64,15662.03,17449.63,62534.32,310298.90,642
2023-07-30,9056.45,88,208,9065.89,186.00,102.91,4,0.0455,4.18,7719.01,6840.53,11880.40,63871.76,307474.95,647
2023-07-31,8665.69,95,208,8528.77,118.97,91.22,4,0.0421,4.39,4744.92,7065.57,15073.05,67792.53,301067.59,692
2023-08-01,4975.66,54,124,4972.74,115.15,92.14,3,0.0556,4.30,7833.02,6613.85,12496.48,64935.17,293546.77,665
2023-08-02,6467.12,70,158,6437.98,131.48,92.39,7,0.1000,4.16,9379.42,7015.48,13837.33,62022.87,286176.56,643
2023-08-03,11689.98,118,264,11620.41,208.15,99.07,6,0.0508,4.16,10860.29,10327.25,10746.69,62852.56,287119.85,653
2023-08-04,9563.12,93,217,9595.70,199.18,102.83,1,0.0108,4.20,9678.31,10481.82,14345.99,62737.37,282336.98,642
2023-08-05,10324.96,100,241,10305.18,182.55,103.25,3,0.0300,4.13,12319.35,8019.64,14572.30,60742.98,278089.64,618
2023-08-06,6421.12,66,149,6369.88,108.42,97.29,8,0.1212,4.27,9056.45,7719.01,18890.34,58107.65,265620.42,596
2023-08-07,8330.85,79,204,8347.21,181.03,105.45,5,0.0633,4.21,8665.69,4744.92,15776.68,57772.81,258174.59,580
2023-08-08,8297.87,81,188,8248.32,134.92,102.44,2,0.0247,4.40,4975.66,7833.02,6295.20,61095.02,260177.26,607
2023-08-09,7079.52,77,172,6999.57,111.51,91.94,8,0.1039,4.36,6467.12,9379.42,8156.90,61707.42,259099.88,614
2023-08-10,7676.92,87,185,7639.59,174.89,88.24,9,0.1034,4.21,11689.98,10860.29,7221.61,57694.36,259555.19,583
2023-08-11,10654.80,103,239,10689.90,196.72,103.44,7,0.0680,4.45,9563.12,9678.31,7849.15,58786.04,262360.84,593
2023-08-12,12302.35,122,274,12334.40,236.42,100.84,6,0.0492,4.28,10324.96,12319.35,7235.00,60763.43,267428.19,615
2023-08-13,4846.38,51,118,4822.63,87.31,95.03,8,0.1569,4.38,6421.12,9056.45,11361.29,59188.69,260913.28,600
2023-08-14,6688.59,60,158,6700.12,129.59,111.48,8,0.1333,4.22,8330.85,8665.69,15662.03,57546.43,251939.84,581
2023-08-15,8080.50,75,191,8091.75,163.04,107.74,4,0.0533,4.20,8297.87,4975.66,6840.53,57329.06,253179.81,575
2023-08-16,9365.79,94,211,9294.33,160.67,99.64,9,0.0957,4.32,7079.52,6467.12,7065.57,59615.33,255480.03,592
2023-08-17,8191.40,87,189,8125.80,166.47,94.15,2,0.0230,4.37,7676.92,11689.98,6613.85,60129.81,257057.58,592
2023-08-18,10289.33,92,216,10239.89,186.75,111.84,4,0.0435,4.05,10654.80,9563.12,7015.48,59764.34,260331.43,581
2023-08-19,9169.77,87,206,9172.99,170.78,105.40,5,0.0575,4.17,12302.35,10324.96,10327.25,56631.76,259173.95,546
2023-08-20,9900.50,95,218,9932.82,226.71,104.22,5,0.0526,4.20,4846.38,6421.12,10481.82,61685.88,258592.63,590
2023-08-21,6256.37,70,142,6153.84,80.87,89.38,5,0.0714,4.27,6688.59,8330.85,8019.64,61253.66,256829.36,600
2023-08-22,9031.60,79,193,9029.55,164.52,114.32,8,0.1013,4.38,8080.50,8297.87,7719.01,62204.76,258141.95,604
2023-08-23,7634.60,80,160,7584.18,128.09,95.43,13,0.1625,4.15,9365.79,7079.52,4744.92,60473.57,261031.63,590
2023-08-24,10657.65,97,241,10703.57,226.40,109.87,5,0.0515,4.50,8191.40,7676.92,7833.02,62939.82,263856.26,600
2023-08-25,10411.75,88,216,10471.59,197.66,118.32,0,0.0000,4.21,10289.33,10654.80,9379.42,63062.24,264888.59,596
2023-08-26,11250.92,110,250,11248.90,231.05,102.28,6,0.0545,4.42,9169.77,12302.35,10860.29,65143.39,265279.22,619
2023-08-27,9777.07,92,208,9812.27,219.73,106.27,9,0.0978,4.29,9900.50,4846.38,9678.31,65019.96,265377.98,616
2023-08-28,6827.08,61,137,6918.65,151.07,111.92,1,0.0164,4.21,6256.37,6688.59,12319.35,65590.67,259885.71,607
2023-08-29,9270.22,86,210,9311.49,261.50,107.79,6,0.0698,4.32,9031.60,8080.50,9056.45,65829.29,260099.48,614
2023-08-30,8098.58,76,173,8134.99,171.33,106.56,5,0.0658,4.26,7634.60,9365.79,8665.69,66293.27,259532.37,610
2023-08-31,9793.70,95,213,9758.04,162.67,103.09,5,0.0526,4.22,10657.65,8191.40,4975.66,65429.32,264350.41,608
2023-09-01,12049.99,137,302,14160.20,2490.05,87.96,5,0.0365,4.26,10411.75,10289.33,6467.12,67067.56,269933.28,657
2023-09-02,12876.94,147,336,15202.58,2669.79,87.60,9,0.0612,4.17,11250.92,9169.77,11689.98,68693.58,271120.24,694
2023-09-03,10441.51,113,257,12339.44,2192.49,92.40,9,0.0796,4.20,9777.07,9900.50,9563.12,69358.02,271998.63,715
2023-09-04,8979.37,110,221,10527.84,1873.62,81.63,8,0.0727,3.97,6827.08,6256.37,10324.96,71510.31,270653.04,764
2023-09-05,10337.15,114,272,12195.13,2147.48,90.68,4,0.0351,4.38,9270.22,9031.60,6421.12,72577.24,274569.07,792
2023-09-06,8919.17,109,228,10520.97,1875.50,81.83,2,0.0183,4.24,8098.58,7634.60,8330.85,73397.83,275157.39,825
2023-09-07,10292.94,125,254,12037.96,2121.99,82.34,8,0.0640,4.15,9793.70,10657.65,8297.87,73897.07,277152.46,855
2023-09-08,9366.79,101,213,9314.78,210.66,92.74,4,0.0396,4.45,12049.99,10411.75,7079.52,71213.87,279439.73,819
2023-09-09,10138.04,110,228,10114.48,210.53,92.16,3,0.0273,4.43,12876.94,11250.92,7676.92,68474.97,281900.85,782
2023-09-10,11700.62,108,252,11703.57,250.92,108.34,7,0.0648,4.43,10441.51,9777.07,10654.80,69734.08,282946.67,777
2023-09-11,9373.89,91,197,9335.72,179.03,103.01,6,0.0659,4.39,8979.37,6827.08,12302.35,70128.60,280018.21,758
2023-09-12,8211.47,70,165,8246.93,176.27,117.31,4,0.0571,4.21,10337.15,9270.22,4846.38,68002.92,283383.30,714
2023-09-13,8159.54,79,172,8112.31,159.03,103.29,3,0.0380,4.20,8919.17,8098.58,6688.59,67243.29,284854.25,684
2023-09-14,11394.59,101,249,11500.47,241.73,112.82,5,0.0495,4.24,10292.94,9793.70,8080.50,68344.94,288168.34,660
2023-09-15,8032.20,82,178,7966.65,127.87,97.95,6,0.0732,4.39,9366.79,12049.99,9365.79,67010.35,286834.75,641
2023-09-16,7917.78,75,179,7936.72,166.69,105.57,2,0.0267,4.19,10138.04,12876.94,8191.40,64790.09,286561.13,606
2023-09-17,7348.98,66,146,7331.92,140.61,111.35,6,0.0909,4.23,11700.62,10441.51,10289.33,60438.45,283620.78,564
2023-09-18,7066.35,72,160,7025.31,126.62,98.14,5,0.0694,4.17,9373.89,8979.37,9169.77,58130.91,281517.36,545
2023-09-19,7358.12,69,163,7381.04,157.79,106.64,9,0.1304,4.26,8211.47,10337.15,9900.50,57277.56,278974.98,544
2023-09-20,8559.66,84,170,8562.43,185.24,101.90,5,0.0595,4.34,8159.54,8919.17,6256.37,57677.68,281278.27,549
2023-09-21,9457.61,93,214,9433.01,165.81,101.69,6,0.0645,4.36,11394.59,10292.94,9031.60,55740.70,281704.28,541
2023-09-22,9237.06,89,193,9223.49,171.89,103.79,4,0.0449,4.25,8032.20,9366.79,7634.60,56945.56,283306.74,548
2023-09-23,13281.75,136,282,13201.97,217.72,97.66,7,0.0515,4.33,7917.78,10138.04,10657.65,62309.53,285930.84,609
2023-09-24,11071.28,102,220,11064.70,197.76,108.54,5,0.0490,4.24,7348.98,11700.62,10411.75,66031.83,286590.37,645
2023-09-25,7241.28,63,161,7261.10,159.62,114.94,6,0.0952,4.28,7066.35,9373.89,11250.92,66206.76,282580.73,636
2023-09-26,9050.50,82,193,9083.82,203.85,110.37,3,0.0366,4.37,7358.12,8211.47,9777.07,67899.14,281854.16,649
2023-09-27,8050.59,67,174,8099.71,167.11,120.16,6,0.0896,4.29,8559.66,8159.54,6827.08,67390.07,283077.67,632
2023-09-28,9487.70,92,209,9499.42,190.22,103.13,12,0.1304,4.30,9457.61,11394.59,9270.22,67420.16,283295.15,631
2023-09-29,7622.08,69,159,7638.51,143.39,110.46,9,0.1304,4.23,9237.06,8032.20,8098.58,65805.18,282818.65,611
2023-09-30,10653.99,99,238,10614.45,192.51,107.62,10,0.1010,4.33,13281.75,7917.78,9793.70,63177.42,283678.94,574
2023-10-01,8186.39,74,169,8195.54,173.75,110.63,4,0.0541,4.27,11071.28,7348.98,12049.99,60292.53,279815.34,546
2023-10-02,7893.42,76,181,7883.43,147.69,103.86,4,0.0526,4.17,7241.28,7066.35,12876.94,60944.67,274831.82,559
2023-10-03,9001.91,88,199,9052.98,210.74,102.29,8,0.0909,4.30,9050.50,7358.12,10441.51,60896.08,273392.22,565
2023-10-04,6816.10,64,149,6785.01,123.68,106.50,12,0.1875,4.49,8050.59,8559.66,8979.37,59661.59,271228.95,562
2023-10-05,10195.86,111,217,10119.16,205.98,91.85,3,0.0270,4.15,9487.70,9457.61,10337.15,60369.75,271087.66,581
2023-10-06,11997.08,113,239,12008.74,246.76,106.17,4,0.0354,4.16,7622.08,9237.06,8919.17,64744.75,274165.57,625
2023-10-07,14033.19,130,302,14006.15,252.67,107.95,6,0.0462,4.25,10653.99,13281.75,10292.94,68123.95,277905.82,656
2023-10-08,5683.38,61,122,5663.66,104.19,93.17,6,0.0984,4.11,8186.39,11071.28,9366.79,65620.94,274222.41,643
2023-10-09,8990.47,85,200,9028.07,198.24,105.77,9,0.1059,3.97,7893.42,7241.28,10138.04,66717.99,273074.84,652
2023-10-10,9541.99,89,190,9582.61,204.27,107.21,5,0.0562,4.38,9001.91,9050.50,11700.62,67258.07,270916.21,653
2023-10-11,11108.14,97,231,11144.88,209.30,114.52,3,0.0309,4.25,6816.10,8050.59,9373.89,71550.11,272650.46,686
2023-10-12,9438.12,93,203,9393.15,196.07,101.49,11,0.1183,4.34,10195.86,9487.70,8211.47,70792.37,273877.11,668
2023-10-13,9634.51,91,205,9626.81,196.50,105.87,3,0.0330,4.36,11997.08,7622.08,8159.54,68429.80,275352.08,646
2023-10-14,11668.38,111,260,11680.51,235.24,105.12,6,0.0541,4.18,14033.19,10653.99,11394.59,66064.99,275625.87,627
2023-10-15,5410.16,54,122,5361.93,106.47,100.19,6,0.1111,4.27,5683.38,8186.39,8032.20,65791.77,273003.83,620
2023-10-16,8242.12,88,176,8192.92,151.10,93.66,3,0.0341,4.36,8990.47,7893.42,7917.78,65043.42,273328.17,623
2023-10-17,6667.48,67,140,6656.48,127.86,99.51,7,0.1045,4.05,9541.99,9001.91,7348.98,62168.91,272646.67,601
2023-10-18,8723.24,84,194,8716.54,185.74,103.85,4,0.0476,4.31,11108.14,6816.10,7066.35,59784.01,274303.56,588
2023-10-19,7544.04,88,178,7539.27,179.75,85.73,5,0.0568,4.15,9438.12,10195.86,7358.12,57889.93,274489.48,583
2023-10-20,7375.44,80,167,7313.00,133.97,92.19,5,0.0625,4.28,9634.51,11997.08,8559.66,55630.86,273305.26,572
2023-10-21,10614.44,88,225,10740.15,251.67,120.62,0,0.0000,4.28,11668.38,14033.19,9457.61,54576.92,274462.09,549
2023-10-22,6485.56,61,140,6474.84,74.56,106.32,8,0.1311,4.28,5410.16,5683.38,9237.06,55652.32,271710.59,556
2023-10-23,6481.61,58,129,6509.92,137.42,111.75,10,0.1724,4.15,8242.12,8990.47,13281.75,53891.81,264910.45,526
2023-10-24,10221.47,99,236,10254.11,226.94,103.25,3,0.0303,4.20,6667.48,9541.99,11071.28,57445.80,264060.64,558
2023-10-25,7411.79,70,167,7427.89,158.90,105.88,4,0.0571,4.29,8723.24,11108.14,7241.28,56134.35,264231.15,544
2023-10-26,7845.29,82,168,7778.58,111.79,95.67,1,0.0122,4.22,7544.04,9438.12,9050.50,56435.60,263025.94,538
2023-10-27,9547.66,89,191,9521.36,170.96,107.28,3,0.0337,4.27,7375.44,9634.51,8050.59,58607.82,264523.01,547
2023-10-28,6789.42,69,154,6713.58,93.71,98.40,5,0.0725,4.25,10614.44,11668.38,9487.70,54782.80,261824.73,528
2023-10-29,8137.30,86,186,8026.96,128.72,94.62,2,0.0233,4.29,6485.56,5410.16,7622.08,56434.54,262339.95,553
2023-10-30,3525.34,38,77,3467.65,53.39,92.77,9,0.2368,4.33,6481.61,8242.12,10653.99,53478.27,255211.30,533
2023-10-31,6833.34,68,161,6832.45,155.87,100.49,2,0.0294,4.23,10221.47,6667.48,8186.39,50090.14,253858.25,502
2023-11-01,15058.10,164,344,14962.99,349.18,91.82,5,0.0305,4.33,7411.79,8723.24,7893.42,57736.45,261022.93,596
2023-11-02,14145.27,136,314,14093.26,263.38,104.01,5,0.0368,4.17,7845.29,7544.04,9001.91,64036.43,266166.29,650
2023-11-03,12108.79,129,278,11997.03,198.73,93.87,6,0.0465,4.00,9547.66,7375.44,6816.10,66597.56,271458.98,690
2023-11-04,16179.24,155,349,16182.97,354.88,104.38,3,0.0194,4.15,6789.42,10614.44,10195.86,75987.38,277442.36,776
2023-11-05,11943.59,111,259,11975.36,217.25,107.60,7,0.0631,4.19,8137.30,6485.56,11997.08,79793.67,277388.87,801
2023-11-06,14974.02,143,334,14984.36,279.16,104.71,8,0.0559,4.19,3525.34,6481.61,14033.19,91242.35,278329.70,906
2023-11-07,13363.88,131,295,13341.44,263.19,102.01,5,0.0382,4.20,6833.34,10221.47,5683.38,97772.89,286010.20,969
2023-11-08,12867.12,117,264,12879.64,221.79,109.98,7,0.0598,4.22,15058.10,7411.79,8990.47,95581.91,289886.85,922
2023-11-09,12651.52,135,276,12470.39,189.75,93.71,7,0.0519,4.47,14145.27,7845.29,9541.99,94088.16,292996.38,921
2023-11-10,24894.12,254,579,27275.49,2936.70,98.01,6,0.0236,4.18,12108.79,9547.66,11108.14,106873.49,306782.36,1046
2023-11-11,26958.53,277,613,29712.65,3350.06,97.32,6,0.0217,4.20,16179.24,6789.42,9438.12,117652.78,324302.77,1168
2023-11-12,17435.59,177,386,19129.48,2099.51,98.51,5,0.0282,4.33,11943.59,8137.30,9634.51,123144.78,332103.85,1234
2023-11-13,17125.72,175,399,18846.14,2087.43,97.86,3,0.0171,4.35,14974.02,3525.34,11668.38,125296.48,337561.19,1266
2023-11-14,22067.13,227,493,24438.65,2867.33,97.21,6,0.0264,4.27,13363.88,6833.34,5410.16,133999.73,354218.16,1362
2023-11-15,19078.27,213,431,20855.40,2326.47,89.57,5,0.0235,4.16,12867.12,15058.10,8242.12,140210.88,365054.31,1458
2023-11-16,12516.13,131,285,12428.57,243.61,95.54,1,0.0076,4.37,12651.52,14145.27,6667.48,140075.49,370902.96,1454
2023-11-17,18477.56,170,389,18436.95,393.85,108.69,8,0.0471,4.21,24894.12,12108.79,8723.24,133658.93,380657.28,1370
2023-11-18,17154.57,171,388,17058.37,297.54,100.32,4,0.0234,4.29,26958.53,16179.24,7544.04,123854.97,390267.81,1264
2023-11-19,16537.16,163,358,16497.61,312.51,101.45,5,0.0307,4.23,17435.59,11943.59,7375.44,122956.54,399429.53,1250
2023-11-20,13896.22,138,309,13899.31,276.75,100.70,4,0.0290,4.43,17125.72,14974.02,10614.44,119727.04,402711.31,1213
2023-11-21,13454.19,123,298,13441.10,239.78,109.38,6,0.0488,4.30,22067.13,13363.88,6485.56,111114.10,409679.94,1109
2023-11-22,17858.77,234,549,25094.59,7941.08,76.32,6,0.0256,4.05,19078.27,12867.12,6481.61,109894.60,421057.10,1130
2023-11-23,19386.35,271,630,27100.37,8585.63,71.54,9,0.0332,4.06,12516.13,12651.52,10221.47,116764.82,430221.98,1270
2023-11-24,29207.65,391,887,40963.86,12984.84,74.70,11,0.0281,4.20,18477.56,24894.12,7411.79,127494.91,452017.84,1491
2023-11-25,31509.59,431,973,44254.22,14022.70,73.11,4,0.0093,4.25,17154.57,26958.53,7845.29,141849.93,475682.14,1751
2023-11-26,27802.92,374,849,38994.50,12327.05,74.34,3,0.0080,4.29,16537.16,17435.59,9547.66,153115.69,493937.40,1962
2023-11-27,23962.53,352,747,33254.32,10547.15,68.08,4,0.0114,4.31,13896.22,17125.72,6789.42,163182.00,511110.51,2176
2023-11-28,24508.52,322,732,34499.01,10915.59,76.11,6,0.0186,4.27,13454.19,22067.13,8137.30,174236.33,527481.73,2375
2023-11-29,27654.11,363,860,38900.91,12306.11,76.18,5,0.0138,4.23,17858.77,19078.27,3525.34,184031.67,551610.50,2504
2023-11-30,26975.38,369,826,37696.26,11900.11,73.10,9,0.0244,4.36,19386.35,12516.13,6833.34,191620.70,571752.54,2602
2023-12-01,14520.13,141,322,14419.33,267.18,102.98,13,0.0922,4.18,29207.65,18477.56,15058.10,176933.18,571214.57,2352
2023-12-02,16370.67,164,361,16315.59,336.74,99.82,4,0.0244,4.18,31509.59,17154.57,14145.27,161794.26,573439.97,2085
2023-12-03,13455.98,130,301,13442.56,231.48,103.51,6,0.0462,4.20,27802.92,16537.16,12108.79,147447.32,574787.16,1841
2023-12-04,10767.18,112,242,10760.14,239.93,96.14,13,0.1161,4.30,23962.53,13896.22,16179.24,134251.97,569375.10,1601
2023-12-05,17008.95,189,435,19686.54,3149.60,89.99,11,0.0582,4.24,24508.52,13454.19,11943.59,126752.40,574440.46,1468
2023-12-06,19614.65,232,501,22874.96,3870.16,84.55,9,0.0388,4.36,27654.11,17858.77,14974.02,118712.94,579081.09,1337
2023-12-07,20866.54,237,521,24647.63,4331.40,88.04,10,0.0422,4.17,26975.38,19386.35,13363.88,112604.10,586583.75,1205
2023-12-08,22441.06,238,549,26398.54,4531.63,94.29,12,0.0504,4.19,14520.13,29207.65,12867.12,120525.03,596157.69,1302
2023-12-09,27982.07,304,692,32548.18,5339.52,92.05,13,0.0428,4.20,16370.67,31509.59,12651.52,132136.43,611488.24,1442
2023-12-10,16116.84,180,395,18996.14,3275.95,89.54,6,0.0333,4.23,13455.98,27802.92,24894.12,134797.29,602710.96,1492
2023-12-11,16657.23,193,416,19454.43,3308.85,86.31,11,0.0570,4.31,10767.18,23962.53,26958.53,140687.34,592409.66,1573
2023-12-12,19134.52,212,468,22903.76,4246.20,90.26,7,0.0330,4.15,17008.95,24508.52,17435.59,142812.91,594108.59,1596
2023-12-13,21015.51,235,523,24505.78,4108.24,89.43,10,0.0426,4.31,19614.65,27654.11,17125.72,144213.77,597998.38,1599
2023-12-14,18081.70,202,440,21335.70,3748.80,89.51,6,0.0297,4.11,20866.54,26975.38,22067.13,141428.93,594012.95,1564
2023-12-15,21461.71,237,522,25417.33,4545.69,90.56,20,0.0844,4.20,22441.06,14520.13,19078.27,140449.58,596396.39,1563
2023-12-16,24840.30,274,608,28979.02,4779.49,90.66,11,0.0401,4.28,27982.07,16370.67,12516.13,137307.81,608720.56,1533
2023-12-17,17834.28,205,447,20705.78,3394.01,87.00,11,0.0537,4.11,16116.84,13455.98,18477.56,139025.25,608077.28,1558
2023-12-18,15969.59,182,410,18680.53,3102.66,87.74,19,0.1044,4.23,16657.23,10767.18,17154.57,138337.61,606892.30,1547
2023-12-19,17674.92,188,431,20842.69,3595.25,94.02,16,0.0851,4.27,19134.52,17008.95,16537.16,136878.01,608030.06,1523
2023-12-20,21852.49,243,554,25685.32,4388.25,89.93,14,0.0576,4.20,21015.51,19614.65,13896.22,137714.99,615986.33,1531
2023-12-21,11681.70,132,280,11623.39,258.03,88.50,8,0.0606,4.25,18081.70,20866.54,13454.19,131314.99,614213.84,1461
2023-12-22,14042.86,143,304,13977.17,236.77,98.20,13,0.0909,4.15,21461.71,22441.06,17858.77,123896.14,610397.93,1367
2023-12-23,15724.10,164,348,15701.99,345.81,95.88,16,0.0976,4.20,24840.30,27982.07,19386.35,114779.94,606735.68,1257
2023-12-24,10132.14,108,234,10043.86,152.67,93.82,13,0.1204,4.08,17834.28,16116.84,29207.65,107077.80,587660.17,1160
2023-12-25,12045.16,119,281,12011.20,265.59,101.22,15,0.1261,4.26,15969.59,16657.23,31509.59,103153.37,568195.74,1097
2023-12-26,11412.47,125,257,11283.18,193.05,91.30,16,0.1280,4.30,17674.92,19134.52,27802.92,96890.92,551805.29,1034
2023-12-27,14899.66,144,316,14909.87,339.45,103.47,17,0.1181,4.21,21852.49,21015.51,23962.53,89938.09,542742.42,935
2023-12-28,12711.92,129,275,12615.00,218.48,98.54,19,0.1473,4.16,11681.70,18081.70,24508.52,90968.31,530945.82,932
2023-12-29,12484.52,131,297,12401.03,265.57,95.30,24,0.1832,4.31,14042.86,21461.71,27654.11,89409.97,515776.23,920
2023-12-30,16424.52,162,375,16387.28,342.57,101.39,14,0.0864,4.12,15724.10,24840.30,26975.38,90110.39,505225.37,918
2023-12-31,10710.17,113,232,10676.19,210.99,94.78,17,0.1504,4.21,10132.14,17834.28,14520.13,90688.42,501415.41,923
2024-01-01,13399.74,152,332,15020.36,2047.07,88.16,15,0.0987,4.16,12045.16,15969.59,16370.67,92043.00,498444.48,956
2024-01-02,11194.73,131,259,12626.36,1775.81,85.46,12,0.0916,4.29,11412.47,17674.92,13455.98,91825.26,496183.23,962
2024-01-03,16155.80,169,377,18387.08,2655.78,95.60,8,0.0473,4.18,14899.66,21852.49,10767.18,93081.40,501571.85,987
2024-01-04,18450.89,197,443,21046.56,2981.37,93.66,18,0.0914,4.11,12711.92,11681.70,17008.95,98820.37,503013.79,1055
2024-01-05,17055.55,174,395,19300.64,2690.45,98.02,12,0.0690,4.34,12484.52,14042.86,19614.65,103391.40,500454.69,1098
2024-01-06,17758.69,176,424,20162.98,2736.45,100.90,10,0.0568,4.23,16424.52,15724.10,20866.54,104725.57,497346.84,1112
2024-01-07,13447.35,138,309,15203.50,2062.62,97.44,6,0.0435,4.31,10710.17,10132.14,22441.06,107462.75,488353.13,1137
2024-01-08,16581.62,178,385,18946.53,2761.51,93.16,8,0.0449,4.09,13399.74,12045.16,27982.07,110644.63,476952.68,1163
2024-01-09,15592.36,152,351,15513.74,284.33,102.58,10,0.0658,4.26,11194.73,11412.47,16116.84,115042.26,476428.20,1184
2024-01-10,12493.52,133,273,12394.07,228.76,93.94,8,0.0602,4.26,16155.80,14899.66,16657.23,111379.98,472264.49,1148
2024-01-11,10383.90,107,231,10308.16,176.18,97.05,11,0.1028,4.33,18450.89,12711.92,19134.52,103312.99,463513.87,1058
2024-01-12,9417.92,94,209,9427.73,201.24,100.19,8,0.0851,4.38,17055.55,12484.52,21015.51,95675.36,451916.28,978
2024-01-13,11760.29,129,273,11666.71,232.75,91.17,14,0.1085,4.19,17758.69,16424.52,18081.70,89676.96,445594.87,931
2024-01-14,9537.61,90,211,9543.39,178.29,105.97,12,0.1333,4.23,13447.35,10710.17,21461.71,85767.22,433670.77,883
2024-01-15,9378.19,81,209,9479.23,223.05,115.78,14,0.1728,4.24,16581.62,13399.74,24840.30,78563.79,418208.66,786
2024-01-16,8653.65,90,195,8584.43,168.80,96.15,14,0.1556,4.36,15592.36,11194.73,17834.28,71625.08,409028.03,724
2024-01-17,12272.24,111,286,12234.07,197.84,110.56,6,0.0541,4.18,12493.52,16155.80,15969.59,71403.80,405330.68,702
2024-01-18,11610.15,122,259,11619.64,225.66,95.17,7,0.0574,4.20,10383.90,18450.89,17674.92,72630.05,399265.91,717
2024-01-19,14853.32,140,312,14843.56,286.71,106.10,10,0.0714,4.27,9417.92,17055.55,21852.49,78065.45,392266.74,763
2024-01-20,16463.85,146,359,16500.78,310.63,112.77,8,0.0548,4.18,11760.29,17758.69,11681.70,82769.01,397048.89,780
2024-01-21,10556.17,110,229,10492.29,167.22,95.97,10,0.0909,4.20,9537.61,13447.35,14042.86,83787.57,393562.20,800
2024-01-22,11882.26,119,263,11799.72,192.17,99.85,9,0.0756,4.12,9378.19,16581.62,15724.10,86291.64,389720.36,838
2024-01-23,13639.31,137,288,13520.48,207.38,99.56,7,0.0511,4.16,8653.65,15592.36,10132.14,91277.30,393227.53,885
2024-01-24,10523.58,97,228,10557.02,237.75,108.49,12,0.1237,4.14,12272.24,12493.52,12045.16,89528.64,391705.95,871
2024-01-25,10642.26,95,229,10699.64,220.98,112.02,7,0.0737,4.20,11610.15,10383.90,11412.47,88560.75,390935.74,844
2024-01-26,10632.76,110,235,10517.63,218.10,96.66,6,0.0545,4.13,14853.32,9417.92,14899.66,84340.19,386668.84,814
2024-01-27,12513.93,126,270,12448.24,235.79,99.32,8,0.0635,4.17,16463.85,11760.29,12711.92,80390.27,386470.85,794
2024-01-28,12624.06,120,280,12520.08,200.49,105.20,9,0.0750,4.17,10556.17,9537.61,12484.52,82458.16,386610.39,804
2024-01-29,9376.21,77,182,9421.11,192.60,121.77,4,0.0519,4.28,11882.26,9378.19,16424.52,79952.11,379562.08,762
2024-01-30,8605.02,94,196,8535.59,174.54,91.54,4,0.0426,4.22,13639.31,8653.65,10710.17,74917.82,377456.93,719
2024-01-31,11991.75,129,274,11834.34,182.88,92.96,9,0.0698,4.28,10523.58,12272.24,13399.74,76385.99,376048.94,751
2024-02-01,13327.34,117,288,13317.63,222.35,113.91,10,0.0855,4.18,10642.26,11610.15,11194.73,79071.07,378181.55,773
2024-02-02,13260.86,128,281,13304.78,266.05,103.60,10,0.0781,4.15,10632.76,14853.32,16155.80,81699.17,375286.61,791
2024-02-03,11692.86,112,258,11670.94,216.07,104.40,6,0.0536,4.35,12513.93,16463.85,18450.89,80878.10,368528.58,777
2024-02-04,7842.60,76,178,7860.96,187.95,103.19,8,0.1053,4.16,12624.06,10556.17,17055.55,76096.64,359315.63,733
2024-02-05,10182.80,104,214,10175.86,225.16,97.91,6,0.0577,4.21,9376.21,11882.26,17758.69,76903.23,351739.74,760
2024-02-06,9361.57,100,219,9298.59,150.26,93.62,7,0.0700,4.27,8605.02,13639.31,13447.35,77659.78,347653.96,766
2024-02-07,9305.36,86,195,9273.03,154.14,108.20,6,0.0698,4.33,11991.75,10523.58,16581.62,74973.39,340377.70,723
2024-02-08,7209.75,64,160,7242.54,151.85,112.65,8,0.1250,4.20,13327.34,10642.26,15592.36,68855.80,331995.09,670
2024-02-09,12805.69,126,284,12733.35,245.01,101.63,8,0.0635,4.07,13260.86,10632.76,12493.52,68400.63,332307.26,668
2024-02-10,14577.91,151,341,15642.56,1397.86,96.54,8,0.0530,4.36,11692.86,12513.93,10383.90,71285.68,336501.27,707
2024-02-11,11588.63,129,258,12334.52,1105.93,89.83,6,0.0465,4.35,7842.60,12624.06,9417.92,75031.71,338671.98,760
2024-02-12,15092.66,155,355,16068.72,1396.62,97.37,9,0.0581,4.26,10182.80,9376.21,11760.29,79941.57,342004.35,811
2024-02-13,10163.76,103,235,10744.84,832.03,98.68,6,0.0583,4.25,9361.57,8605.02,9537.61,80743.76,342630.50,814
2024-02-14,12094.64,121,280,12775.71,954.83,99.96,5,0.0413,4.10,9305.36,11991.75,9378.19,83533.04,345346.95,849
2024-02-15,14050.11,127,301,14136.09,308.05,110.63,9,0.0709,4.30,7209.75,13327.34,8653.65,90373.40,350743.41,912
