return_id,order_id,product_id,return_date,return_reason
R0002104,O0037450,P0258,2023-12-22,late delivery
R0002105,O0037458,P0027,2023-12-08,allergic reaction
R0002106,O0037463,P0125,2024-01-04,wrong product
R0002107,O0037510,P0027,2023-12-09,changed mind
R0002108,O0037510,P0258,2023-12-20,late delivery
R0002109,O0037521,P0253,2023-12-22,late delivery
R0002110,O0037523,P0267,2023-12-26,damaged item
R0002111,O0037552,P0020,2023-12-22,changed mind
R0002112,O0037556,P0090,2023-12-22,late delivery
R0002113,O0037577,P0001,2024-01-02,changed mind
R0002114,O0037584,P0045,2023-12-08,allergic reaction
R0002115,O0037599,P0125,2023-12-11,damaged item
R0002116,O0037609,P0179,2023-12-08,allergic reaction
R0002117,O0037611,P0125,2023-12-18,late delivery
R0002118,O0037613,P0287,2024-01-06,late delivery
R0002119,O0037613,P0252,2023-12-21,wrong product
R0002120,O0037653,P0253,2023-12-29,damaged item
R0002121,O0037676,P0179,2024-01-01,changed mind
R0002122,O0037690,P0036,2024-01-05,wrong product
R0002123,O0037691,P0233,2023-12-13,allergic reaction
R0002124,O0037691,P0274,2023-12-23,allergic reaction
R0002125,O0037694,P0125,2023-12-31,late delivery
R0002126,O0037695,P0179,2023-12-23,damaged item
R0002127,O0037696,P0258,2024-01-09,changed mind
R0002128,O0037708,P0071,2023-12-25,allergic reaction
R0002129,O0037720,P0062,2023-12-21,late delivery
R0002130,O0037754,P0184,2023-12-08,changed mind
R0002131,O0037756,P0125,2023-12-16,allergic reaction
R0002132,O0037770,P0179,2023-12-29,wrong product
R0002133,O0037851,P0184,2023-12-18,allergic reaction
R0002134,O0037863,P0179,2024-01-05,wrong product
R0002135,O0037889,P0125,2023-12-20,wrong product
R0002136,O0037927,P0020,2023-12-28,damaged item
R0002137,O0037970,P0003,2023-12-23,late delivery
R0002138,O0037977,P0253,2023-12-16,damaged item
R0002139,O0037987,P0233,2023-12-15,late delivery
R0002140,O0037992,P0253,2023-12-13,changed mind
R0002141,O0038041,P0253,2023-12-19,changed mind
R0002142,O0038047,P0258,2023-12-18,damaged item
R0002143,O0038048,P0296,2023-12-17,damaged item
R0002144,O0038067,P0038,2024-01-10,damaged item
R0002145,O0038067,P0274,2023-12-29,damaged item
R0002146,O0038082,P0184,2024-01-07,wrong product
R0002147,O0038082,P0015,2024-01-10,allergic reaction
R0002148,O0038083,P0179,2023-12-29,changed mind
R0002149,O0038159,P0176,2023-12-11,damaged item
R0002150,O0038161,P0253,2024-01-04,allergic reaction
R0002151,O0038170,P0227,2024-01-08,changed mind
R0002152,O0038171,P0258,2023-12-13,damaged item
R0002153,O0038216,P0258,2024-01-13,changed mind
R0002154,O0038256,P0253,2024-01-03,changed mind
R0002155,O0038284,P0068,2024-01-08,wrong product
R0002156,O0038302,P0252,2023-12-23,changed mind
R0002157,O0038317,P0253,2023-12-15,allergic reaction
R0002158,O0038335,P0179,2023-12-27,allergic reaction
R0002159,O0038342,P0179,2024-01-06,changed mind
R0002160,O0038354,P0274,2024-01-11,changed mind
R0002161,O0038382,P0078,2023-12-11,late delivery
R0002162,O0038400,P0184,2024-01-11,damaged item
R0002163,O0038407,P0003,2024-01-11,changed mind
R0002164,O0038423,P0055,2023-12-23,allergic reaction
R0002165,O0038442,P0274,2024-01-05,allergic reaction
R0002166,O0038447,P0179,2023-12-31,late delivery
R0002167,O0038449,P0292,2024-01-01,wrong product
R0002168,O0038470,P0030,2023-12-28,allergic reaction
R0002169,O0038478,P0252,2023-12-29,damaged item
R0002170,O0038492,P0125,2023-12-21,changed mind
R0002171,O0038493,P0090,2024-01-08,changed mind
R0002172,O0038499,P0267,2024-01-02,late delivery
R0002173,O0038502,P0233,2023-12-29,allergic reaction
R0002174,O0038508,P0055,2024-01-04,changed mind
R0002175,O0038511,P0252,2024-01-11,wrong product
R0002176,O0038524,P0054,2024-01-15,changed mind
R0002177,O0038535,P0184,2024-01-04,late delivery
R0002178,O0038559,P0258,2024-01-13,allergic reaction
R0002179,O0038646,P0006,2024-01-10,allergic reaction
R0002180,O0038672,P0125,2023-12-17,late delivery
R0002181,O0038674,P0252,2023-12-24,allergic reaction
R0002182,O0038674,P0125,2023-12-11,changed mind
R0002183,O0038677,P0258,2024-01-13,allergic reaction
R0002184,O0038695,P0020,2024-01-02,changed mind
R0002185,O0038759,P0003,2024-01-16,late delivery
R0002186,O0038764,P0258,2024-01-04,allergic reaction
R0002187,O0038778,P0125,2023-12-26,changed mind
R0002188,O0038781,P0208,2023-12-23,allergic reaction
R0002189,O0038786,P0274,2023-12-27,allergic reaction
R0002190,O0038796,P0179,2024-01-11,allergic reaction
R0002191,O0038799,P0292,2024-01-16,allergic reaction
R0002192,O0038855,P0208,2024-01-18,wrong product
R0002193,O0038856,P0258,2023-12-15,wrong product
R0002194,O0038858,P0274,2024-01-02,late delivery
R0002195,O0038867,P0297,2024-01-16,damaged item
R0002196,O0038886,P0015,2023-12-27,wrong product
R0002197,O0038907,P0179,2023-12-26,late delivery
R0002198,O0038938,P0125,2023-12-13,allergic reaction
R0002199,O0038948,P0253,2023-12-28,wrong product
R0002200,O0039003,P0179,2023-12-30,wrong product
R0002201,O0039031,P0208,2024-01-14,wrong product
R0002202,O0039076,P0196,2024-01-02,damaged item
R0002203,O0039080,P0179,2024-01-13,allergic reaction
R0002204,O0039099,P0116,2023-12-25,changed mind
R0002205,O0039101,P0125,2023-12-23,changed mind
R0002206,O0039106,P0020,2024-01-08,changed mind
R0002207,O0039145,P0173,2023-12-25,late delivery
R0002208,O0039153,P0253,2024-01-15,late delivery
R0002209,O0039174,P0179,2024-01-09,late delivery
R0002210,O0039191,P0258,2023-12-17,changed mind
R0002211,O0039246,P0274,2023-12-31,allergic reaction
R0002212,O0039267,P0055,2024-01-01,wrong product
R0002213,O0039305,P0027,2023-12-25,wrong product
R0002214,O0039307,P0179,2023-12-24,allergic reaction
R0002215,O0039324,P0252,2023-12-29,allergic reaction
R0002216,O0039334,P0127,2024-01-13,changed mind
R0002217,O0039357,P0258,2023-12-30,wrong product
R0002218,O0039358,P0090,2023-12-31,changed mind
R0002219,O0039363,P0019,2023-12-25,changed mind
R0002220,O0039398,P0253,2023-12-23,changed mind
R0002221,O0039402,P0184,2023-12-30,late delivery
R0002222,O0039407,P0274,2023-12-31,damaged item
R0002223,O0039455,P0274,2024-01-12,changed mind
R0002224,O0039456,P0161,2023-12-24,wrong product
R0002225,O0039466,P0001,2024-01-04,changed mind
R0002226,O0039482,P0179,2023-12-25,allergic reaction
R0002227,O0039497,P0179,2024-01-05,allergic reaction
R0002228,O0039505,P0038,2023-12-23,changed mind
R0002229,O0039521,P0012,2023-12-20,late delivery
R0002230,O0039588,P0258,2024-01-03,changed mind
R0002231,O0039591,P0179,2024-01-17,wrong product
R0002232,O0039595,P0179,2023-12-21,changed mind
R0002233,O0039597,P0179,2023-12-25,wrong product
R0002234,O0039617,P0274,2023-12-30,changed mind
R0002235,O0039637,P0225,2024-01-03,changed mind
R0002236,O0039640,P0153,2023-12-26,wrong product
R0002237,O0039648,P0233,2024-01-22,damaged item
R0002238,O0039669,P0274,2023-12-24,damaged item
R0002239,O0039678,P0274,2023-12-20,late delivery
R0002240,O0039682,P0184,2024-01-04,changed mind
R0002241,O0039711,P0179,2024-01-18,changed mind
R0002242,O0039730,P0179,2024-01-01,damaged item
R0002243,O0039749,P0274,2024-01-05,allergic reaction
R0002244,O0039785,P0267,2023-12-30,wrong product
R0002245,O0039789,P0078,2023-12-28,damaged item
R0002246,O0039790,P0125,2023-12-27,changed mind
R0002247,O0039799,P0257,2023-12-26,changed mind
R0002248,O0039803,P0012,2023-12-27,wrong product
R0002249,O0039804,P0258,2023-12-28,late delivery
R0002250,O0039809,P0055,2024-01-13,allergic reaction
R0002251,O0039821,P0258,2024-01-14,wrong product
R0002252,O0039823,P0240,2024-01-06,changed mind
R0002253,O0039833,P0012,2024-01-04,changed mind
R0002254,O0039836,P0258,2024-01-15,late delivery
R0002255,O0039843,P0165,2024-01-06,late delivery
R0002256,O0039847,P0258,2024-01-01,changed mind
R0002257,O0039857,P0267,2024-01-15,changed mind
R0002258,O0039927,P0015,2023-12-27,allergic reaction
R0002259,O0039952,P0066,2024-01-20,changed mind
R0002260,O0039954,P0125,2024-01-13,changed mind
R0002261,O0039973,P0027,2024-01-15,late delivery
R0002262,O0039997,P0038,2024-01-02,damaged item
R0002263,O0040004,P0274,2024-01-03,changed mind
R0002264,O0040017,P0125,2024-01-01,late delivery
R0002265,O0040020,P0179,2024-01-04,damaged item
R0002266,O0040078,P0184,2024-01-20,allergic reaction
R0002267,O0040082,P0184,2024-01-21,allergic reaction
R0002268,O0040092,P0267,2024-01-04,late delivery
R0002269,O0040100,P0253,2024-01-09,changed mind
R0002270,O0040137,P0179,2023-12-28,late delivery
R0002271,O0040145,P0179,2024-01-14,changed mind
R0002272,O0040147,P0179,2024-01-19,changed mind
R0002273,O0040155,P0179,2023-12-31,allergic reaction
R0002274,O0040157,P0027,2024-01-14,changed mind
R0002275,O0040169,P0179,2023-12-31,changed mind
R0002276,O0040194,P0124,2023-12-22,changed mind
R0002277,O0040225,P0184,2024-01-23,allergic reaction
R0002278,O0040279,P0015,2023-12-20,wrong product
R0002279,O0040297,P0253,2023-12-28,allergic reaction
R0002280,O0040306,P0252,2024-01-02,wrong product
R0002281,O0040312,P0252,2023-12-24,late delivery
R0002282,O0040314,P0258,2023-12-25,allergic reaction
R0002283,O0040319,P0038,2024-01-21,changed mind
R0002284,O0040336,P0208,2024-01-04,damaged item
R0002285,O0040369,P0230,2024-01-01,late delivery
R0002286,O0040372,P0121,2024-01-12,changed mind
R0002287,O0040413,P0267,2024-01-18,allergic reaction
R0002288,O0040426,P0140,2024-01-16,late delivery
R0002289,O0040449,P0227,2023-12-27,allergic reaction
R0002290,O0040522,P0274,2023-12-25,changed mind
R0002291,O0040524,P0274,2024-01-05,changed mind
R0002292,O0040538,P0267,2023-12-28,allergic reaction
R0002293,O0040551,P0179,2024-01-21,damaged item
R0002294,O0040551,P0020,2024-01-21,damaged item
R0002295,O0040554,P0292,2023-12-19,allergic reaction
R0002296,O0040566,P0300,2024-01-19,changed mind
R0002297,O0040617,P0179,2023-12-28,changed mind
R0002298,O0040620,P0124,2023-12-28,changed mind
R0002299,O0040630,P0274,2024-01-16,changed mind
R0002300,O0040635,P0179,2023-12-28,damaged item
R0002301,O0040652,P0274,2024-01-14,changed mind
R0002302,O0040706,P0258,2024-01-11,allergic reaction
R0002303,O0040762,P0015,2023-12-26,late delivery
R0002304,O0040767,P0267,2024-01-24,damaged item
R0002305,O0040774,P0093,2024-01-09,changed mind
R0002306,O0040801,P0179,2023-12-21,changed mind
R0002307,O0040811,P0208,2024-01-08,late delivery
R0002308,O0040817,P0274,2023-12-29,damaged item
R0002309,O0040824,P0258,2023-12-28,changed mind
R0002310,O0040846,P0274,2023-12-22,allergic reaction
R0002311,O0040856,P0070,2024-01-11,allergic reaction
R0002312,O0040926,P0179,2023-12-26,changed mind
R0002313,O0040934,P0258,2024-01-21,allergic reaction
R0002314,O0040946,P0125,2024-01-15,damaged item
R0002315,O0040978,P0258,2024-01-06,damaged item
R0002316,O0040985,P0125,2024-01-15,allergic reaction
R0002317,O0041062,P0179,2024-01-16,damaged item
R0002318,O0041082,P0179,2023-12-27,late delivery
R0002319,O0041132,P0179,2023-12-22,damaged item
R0002320,O0041137,P0179,2024-01-22,changed mind
R0002321,O0041166,P0257,2024-01-12,damaged item
R0002322,O0041174,P0179,2023-12-31,wrong product
R0002323,O0041178,P0179,2023-12-27,late delivery
R0002324,O0041186,P0253,2023-12-27,damaged item
R0002325,O0041238,P0179,2024-01-19,damaged item
R0002326,O0041295,P0184,2023-12-29,changed mind
R0002327,O0041297,P0274,2024-01-16,allergic reaction
R0002328,O0041326,P0020,2024-01-01,wrong product
R0002329,O0041344,P0253,2024-01-22,wrong product
R0002330,O0041363,P0267,2024-01-15,changed mind
R0002331,O0041394,P0165,2024-01-13,allergic reaction
R0002332,O0041396,P0258,2024-01-10,late delivery
R0002333,O0041398,P0163,2024-01-05,allergic reaction
R0002334,O0041429,P0009,2024-01-18,changed mind
R0002335,O0041461,P0054,2024-01-16,wrong product
R0002336,O0041479,P0267,2024-01-24,damaged item
R0002337,O0041521,P0179,2023-12-30,late delivery
R0002338,O0041526,P0036,2023-12-29,allergic reaction
R0002339,O0041537,P0121,2023-12-28,changed mind
R0002340,O0041546,P0233,2023-12-29,damaged item
R0002341,O0041579,P0038,2024-01-25,changed mind
R0002342,O0041590,P0179,2024-01-13,changed mind
R0002343,O0041635,P0274,2024-01-04,allergic reaction
R0002344,O0041695,P0258,2024-01-19,changed mind
R0002345,O0041717,P0038,2024-01-09,changed mind
R0002346,O0041719,P0015,2024-01-18,allergic reaction
R0002347,O0041725,P0253,2024-01-23,changed mind
R0002348,O0041743,P0027,2024-01-15,allergic reaction
R0002349,O0041760,P0233,2024-01-12,changed mind
R0002350,O0041770,P0267,2024-01-31,changed mind
R0002351,O0041772,P0267,2024-01-09,changed mind
R0002352,O0041797,P0267,2023-12-30,allergic reaction
R0002353,O0041798,P0287,2024-01-11,allergic reaction
R0002354,O0041819,P0036,2024-01-24,late delivery
R0002355,O0041828,P0179,2024-01-28,late delivery
R0002356,O0041835,P0179,2024-01-19,changed mind
R0002357,O0041856,P0259,2024-01-25,wrong product
R0002358,O0041923,P0258,2024-01-17,late delivery
R0002359,O0041941,P0208,2023-12-25,changed mind
R0002360,O0041997,P0157,2024-01-16,allergic reaction
R0002361,O0041999,P0258,2024-01-24,changed mind
R0002362,O0042046,P0047,2023-12-29,allergic reaction
R0002363,O0042099,P0258,2024-01-27,allergic reaction
R0002364,O0042105,P0124,2023-12-31,damaged item
R0002365,O0042141,P0144,2024-01-01,damaged item
R0002366,O0042144,P0027,2024-01-22,changed mind
R0002367,O0042151,P0027,2023-12-28,late delivery
R0002368,O0042160,P0274,2024-01-09,damaged item
R0002369,O0042225,P0090,2024-01-07,damaged item
R0002370,O0042271,P0179,2024-01-09,changed mind
R0002371,O0042278,P0252,2024-01-20,damaged item
R0002372,O0042294,P0199,2024-01-17,damaged item
R0002373,O0042305,P0002,2024-01-02,damaged item
R0002374,O0042329,P0208,2024-02-01,wrong product
R0002375,O0042334,P0125,2023-12-29,damaged item
R0002376,O0042357,P0179,2024-01-11,wrong product
R0002377,O0042375,P0179,2024-01-25,damaged item
R0002378,O0042394,P0253,2024-01-19,changed mind
R0002379,O0042415,P0026,2024-01-27,changed mind
R0002380,O0042455,P0179,2024-01-05,changed mind
R0002381,O0042543,P0267,2024-01-20,late delivery
R0002382,O0042545,P0024,2024-01-23,changed mind
R0002383,O0042585,P0179,2024-01-24,late delivery
R0002384,O0042595,P0258,2023-12-31,changed mind
R0002385,O0042603,P0258,2024-01-16,allergic reaction
R0002386,O0042609,P0179,2024-01-30,damaged item
R0002387,O0042615,P0258,2024-01-12,changed mind
R0002388,O0042618,P0015,2024-01-06,changed mind
R0002389,O0042662,P0252,2024-01-14,wrong product
R0002390,O0042670,P0267,2024-02-04,damaged item
R0002391,O0042704,P0015,2024-02-02,allergic reaction
R0002392,O0042735,P0125,2024-01-14,wrong product
R0002393,O0042793,P0253,2024-01-19,changed mind
R0002394,O0042806,P0027,2024-01-21,wrong product
R0002395,O0042822,P0020,2024-01-19,damaged item
R0002396,O0042824,P0258,2024-01-28,allergic reaction
R0002397,O0042831,P0184,2024-01-12,wrong product
R0002398,O0042919,P0233,2024-01-07,allergic reaction
R0002399,O0042936,P0233,2024-01-20,changed mind
R0002400,O0042973,P0274,2024-01-24,allergic reaction
R0002401,O0042977,P0274,2024-01-02,late delivery
R0002402,O0043069,P0027,2024-01-03,changed mind
R0002403,O0043076,P0012,2024-01-02,allergic reaction
R0002404,O0043115,P0179,2024-01-24,wrong product
R0002405,O0043122,P0024,2024-01-26,wrong product
R0002406,O0043146,P0252,2024-01-27,damaged item
R0002407,O0043168,P0124,2024-01-24,changed mind
R0002408,O0043170,P0253,2024-01-22,late delivery
R0002409,O0043181,P0036,2024-01-17,late delivery
R0002410,O0043206,P0015,2024-01-27,damaged item
R0002411,O0043234,P0226,2024-01-26,changed mind
R0002412,O0043284,P0258,2024-01-09,wrong product
R0002413,O0043302,P0179,2024-01-14,allergic reaction
R0002414,O0043303,P0267,2024-01-10,changed mind
R0002415,O0043303,P0267,2024-01-07,changed mind
R0002416,O0043367,P0085,2024-01-20,wrong product
R0002417,O0043376,P0060,2024-02-03,changed mind
R0002418,O0043389,P0227,2024-01-22,allergic reaction
R0002419,O0043398,P0179,2024-01-23,allergic reaction
R0002420,O0043398,P0003,2024-02-02,damaged item
R0002421,O0043403,P0125,2024-01-05,changed mind
R0002422,O0043434,P0179,2024-01-13,allergic reaction
R0002423,O0043435,P0001,2024-01-16,damaged item
R0002424,O0043437,P0090,2024-01-14,damaged item
R0002425,O0043455,P0179,2024-01-21,late delivery
R0002426,O0043496,P0184,2024-01-27,changed mind
R0002427,O0043511,P0258,2024-01-12,allergic reaction
R0002428,O0043522,P0227,2024-02-01,changed mind
R0002429,O0043525,P0179,2024-01-31,late delivery
R0002430,O0043540,P0153,2024-01-23,changed mind
R0002431,O0043547,P0179,2024-02-09,allergic reaction
R0002432,O0043589,P0218,2024-01-10,damaged item
R0002433,O0043605,P0262,2024-01-27,changed mind
R0002434,O0043626,P0231,2024-01-13,changed mind
R0002435,O0043644,P0252,2024-01-09,changed mind
R0002436,O0043649,P0179,2024-01-22,damaged item
R0002437,O0043662,P0015,2024-01-12,allergic reaction
R0002438,O0043676,P0253,2024-02-02,changed mind
R0002439,O0043707,P0103,2024-01-10,late delivery
R0002440,O0043731,P0038,2024-01-28,changed mind
R0002441,O0043745,P0153,2024-01-27,changed mind
R0002442,O0043752,P0269,2024-01-13,changed mind
R0002443,O0043762,P0233,2024-01-15,changed mind
R0002444,O0043786,P0258,2024-01-14,changed mind
R0002445,O0043800,P0252,2024-01-23,allergic reaction
R0002446,O0043805,P0020,2024-01-06,damaged item
R0002447,O0043816,P0125,2024-02-04,wrong product
R0002448,O0043829,P0015,2024-02-02,allergic reaction
R0002449,O0043864,P0121,2024-01-23,changed mind
R0002450,O0043899,P0179,2024-01-15,late delivery
R0002451,O0043965,P0012,2024-01-22,allergic reaction
R0002452,O0043974,P0179,2024-01-08,damaged item
R0002453,O0043979,P0040,2024-01-19,changed mind
R0002454,O0044003,P0015,2024-01-13,allergic reaction
R0002455,O0044018,P0253,2024-01-16,wrong product
R0002456,O0044023,P0179,2024-01-21,allergic reaction
R0002457,O0044050,P0047,2024-01-26,late delivery
R0002458,O0044070,P0125,2024-01-16,late delivery
R0002459,O0044089,P0253,2024-01-21,late delivery
R0002460,O0044106,P0161,2024-01-15,late delivery
R0002461,O0044120,P0003,2024-02-03,allergic reaction
R0002462,O0044132,P0267,2024-02-08,late delivery
R0002463,O0044141,P0253,2024-02-11,wrong product
R0002464,O0044150,P0231,2024-01-25,allergic reaction
R0002465,O0044160,P0258,2024-01-28,damaged item
R0002466,O0044169,P0015,2024-02-02,changed mind
R0002467,O0044173,P0173,2024-02-13,late delivery
R0002468,O0044196,P0184,2024-02-01,changed mind
R0002469,O0044218,P0252,2024-01-31,changed mind
R0002470,O0044227,P0274,2024-02-11,damaged item
R0002471,O0044233,P0015,2024-01-24,damaged item
R0002472,O0044251,P0253,2024-01-29,allergic reaction
R0002473,O0044263,P0137,2024-02-01,damaged item
R0002474,O0044272,P0230,2024-01-17,changed mind
R0002475,O0044283,P0036,2024-02-01,damaged item
R0002476,O0044290,P0292,2024-01-18,damaged item
R0002477,O0044308,P0027,2024-02-05,wrong product
R0002478,O0044315,P0020,2024-02-15,allergic reaction
R0002479,O0044360,P0015,2024-01-14,changed mind
R0002480,O0044362,P0026,2024-01-28,changed mind
R0002481,O0044370,P0020,2024-01-15,changed mind
R0002482,O0044376,P0003,2024-01-11,allergic reaction
R0002483,O0044398,P0254,2024-01-27,damaged item
R0002484,O0044415,P0078,2024-02-07,changed mind
R0002485,O0044446,P0253,2024-02-10,damaged item
R0002486,O0044468,P0125,2024-02-10,allergic reaction
R0002487,O0044468,P0184,2024-02-07,changed mind
R0002488,O0044475,P0110,2024-01-13,late delivery
R0002489,O0044502,P0054,2024-01-21,changed mind
R0002490,O0044506,P0179,2024-02-06,wrong product
R0002491,O0044515,P0179,2024-02-07,allergic reaction
R0002492,O0044516,P0020,2024-01-25,changed mind
R0002493,O0044546,P0179,2024-01-31,damaged item
R0002494,O0044549,P0179,2024-01-31,allergic reaction
R0002495,O0044549,P0015,2024-02-14,changed mind
R0002496,O0044561,P0179,2024-02-12,changed mind
R0002497,O0044570,P0090,2024-02-17,damaged item
R0002498,O0044612,P0258,2024-01-11,late delivery
R0002499,O0044614,P0267,2024-01-29,late delivery
R0002500,O0044652,P0274,2024-02-13,allergic reaction
R0002501,O0044662,P0292,2024-02-13,late delivery
R0002502,O0044694,P0027,2024-02-13,changed mind
R0002503,O0044699,P0184,2024-02-12,changed mind
R0002504,O0044701,P0253,2024-02-03,changed mind
R0002505,O0044705,P0274,2024-02-10,late delivery
R0002506,O0044719,P0132,2024-02-08,changed mind
R0002507,O0044731,P0267,2024-01-14,allergic reaction
R0002508,O0044787,P0027,2024-01-19,late delivery
R0002509,O0044805,P0179,2024-02-07,late delivery
R0002510,O0044834,P0253,2024-01-16,changed mind
R0002511,O0044842,P0179,2024-01-29,changed mind
R0002512,O0044843,P0274,2024-02-03,changed mind
R0002513,O0044879,P0184,2024-01-22,changed mind
R0002514,O0044903,P0246,2024-01-28,wrong product
R0002515,O0044925,P0258,2024-02-18,late delivery
R0002516,O0044964,P0184,2024-01-25,allergic reaction
R0002517,O0044976,P0179,2024-02-08,allergic reaction
R0002518,O0044978,P0125,2024-02-04,allergic reaction
R0002519,O0045038,P0179,2024-01-30,allergic reaction
R0002520,O0045041,P0227,2024-02-15,changed mind
R0002521,O0045046,P0020,2024-01-17,wrong product
R0002522,O0045058,P0027,2024-02-01,damaged item
R0002523,O0045082,P0058,2024-02-15,allergic reaction
R0002524,O0045135,P0090,2024-01-15,allergic reaction
R0002525,O0045144,P0125,2024-02-06,wrong product
R0002526,O0045204,P0274,2024-02-20,changed mind
R0002527,O0045231,P0252,2024-02-01,changed mind
R0002528,O0045264,P0179,2024-02-10,changed mind
R0002529,O0045264,P0055,2024-02-02,changed mind
R0002530,O0045271,P0038,2024-02-13,damaged item
R0002531,O0045293,P0208,2024-02-03,allergic reaction
R0002532,O0045308,P0054,2024-02-07,damaged item
R0002533,O0045326,P0258,2024-01-26,late delivery
R0002534,O0045355,P0141,2024-01-26,wrong product
R0002535,O0045356,P0252,2024-02-16,allergic reaction
R0002536,O0045371,P0227,2024-01-31,allergic reaction
R0002537,O0045392,P0253,2024-01-18,damaged item
R0002538,O0045401,P0015,2024-01-24,wrong product
R0002539,O0045404,P0173,2024-01-24,changed mind
R0002540,O0045419,P0253,2024-02-06,late delivery
R0002541,O0045423,P0233,2024-02-05,changed mind
R0002542,O0045438,P0212,2024-02-04,wrong product
R0002543,O0045490,P0274,2024-01-28,wrong product
R0002544,O0045554,P0252,2024-01-28,wrong product
R0002545,O0045623,P0179,2024-01-20,wrong product
R0002546,O0045625,P0274,2024-02-19,wrong product
R0002547,O0045637,P0253,2024-01-20,late delivery
R0002548,O0045638,P0020,2024-01-28,allergic reaction
R0002549,O0045661,P0267,2024-02-14,late delivery
R0002550,O0045690,P0253,2024-02-20,damaged item
R0002551,O0045699,P0253,2024-02-10,wrong product
R0002552,O0045707,P0258,2024-01-25,wrong product
R0002553,O0045741,P0240,2024-02-16,allergic reaction
R0002554,O0045773,P0267,2024-02-01,changed mind
R0002555,O0045788,P0124,2024-02-13,damaged item
R0002556,O0045792,P0258,2024-02-01,changed mind
R0002557,O0045805,P0179,2024-02-22,wrong product
R0002558,O0045806,P0177,2024-02-26,changed mind
R0002559,O0045807,P0258,2024-02-05,wrong product
R0002560,O0045831,P0081,2024-02-10,wrong product
R0002561,O0045853,P0080,2024-02-16,changed mind
R0002562,O0045858,P0300,2024-02-09,damaged item
R0002563,O0045861,P0232,2024-01-29,late delivery
R0002564,O0045912,P0125,2024-02-19,allergic reaction
R0002565,O0045922,P0258,2024-02-21,late delivery
R0002566,O0045933,P0027,2024-02-21,changed mind
R0002567,O0045965,P0252,2024-02-02,allergic reaction
R0002568,O0045965,P0125,2024-01-31,changed mind
R0002569,O0046007,P0267,2024-02-24,changed mind
R0002570,O0046007,P0231,2024-02-04,changed mind
R0002571,O0046022,P0258,2024-02-09,allergic reaction
R0002572,O0046025,P0233,2024-02-08,late delivery
R0002573,O0046050,P0125,2024-01-30,wrong product
R0002574,O0046069,P0179,2024-02-18,changed mind
R0002575,O0046071,P0084,2024-02-20,damaged item
R0002576,O0046105,P0258,2024-02-12,damaged item
R0002577,O0046148,P0262,2024-02-06,late delivery
R0002578,O0046155,P0110,2024-01-30,late delivery
R0002579,O0046172,P0040,2024-01-26,allergic reaction
R0002580,O0046178,P0020,2024-02-29,allergic reaction
R0002581,O0046182,P0254,2024-02-01,damaged item
R0002582,O0046189,P0267,2024-02-06,late delivery
R0002583,O0046230,P0020,2024-02-16,allergic reaction
R0002584,O0046265,P0227,2024-02-02,changed mind
R0002585,O0046277,P0002,2024-02-09,damaged item
R0002586,O0046280,P0179,2024-01-24,late delivery
R0002587,O0046294,P0258,2024-02-18,changed mind
R0002588,O0046312,P0036,2024-02-04,changed mind
R0002589,O0046330,P0027,2024-02-15,damaged item
R0002590,O0046345,P0253,2024-02-15,late delivery
R0002591,O0046350,P0241,2024-02-09,allergic reaction
R0002592,O0046387,P0269,2024-02-12,late delivery
R0002593,O0046393,P0258,2024-02-12,changed mind
R0002594,O0046410,P0020,2024-02-18,changed mind
R0002595,O0046429,P0125,2024-02-29,allergic reaction
R0002596,O0046469,P0015,2024-02-28,changed mind
R0002597,O0046492,P0038,2024-02-17,changed mind
R0002598,O0046499,P0258,2024-02-22,changed mind
R0002599,O0046562,P0144,2024-01-31,late delivery
R0002600,O0046577,P0267,2024-02-16,late delivery
R0002601,O0046603,P0258,2024-03-03,allergic reaction
R0002602,O0046608,P0137,2024-03-03,wrong product
R0002603,O0046627,P0179,2024-02-12,wrong product
R0002604,O0046627,P0233,2024-02-08,wrong product
R0002605,O0046639,P0233,2024-02-23,allergic reaction
R0002606,O0046666,P0125,2024-02-29,allergic reaction
R0002607,O0046683,P0179,2024-02-26,changed mind
R0002608,O0046692,P0179,2024-02-02,changed mind
R0002609,O0046697,P0179,2024-02-10,wrong product
R0002610,O0046701,P0125,2024-02-04,changed mind
R0002611,O0046714,P0020,2024-02-03,changed mind
R0002612,O0046752,P0227,2024-02-11,damaged item
R0002613,O0046760,P0253,2024-02-27,changed mind
R0002614,O0046825,P0015,2024-02-20,changed mind
R0002615,O0046837,P0038,2024-02-27,allergic reaction
R0002616,O0046853,P0253,2024-02-29,wrong product
R0002617,O0046854,P0227,2024-02-08,late delivery
R0002618,O0046861,P0078,2024-02-09,wrong product
R0002619,O0046885,P0038,2024-01-31,late delivery
R0002620,O0046892,P0027,2024-02-05,changed mind
R0002621,O0046909,P0125,2024-02-16,changed mind
R0002622,O0046915,P0179,2024-03-01,changed mind
R0002623,O0046916,P0046,2024-02-02,changed mind
R0002624,O0046951,P0144,2024-02-25,changed mind
R0002625,O0046959,P0125,2024-02-20,changed mind
R0002626,O0046978,P0179,2024-02-04,wrong product
R0002627,O0046981,P0125,2024-02-12,allergic reaction
R0002628,O0046994,P0046,2024-02-05,late delivery
R0002629,O0047026,P0274,2024-02-14,late delivery
R0002630,O0047028,P0253,2024-02-06,late delivery
R0002631,O0047049,P0218,2024-02-21,late delivery
