review_id,order_id,product_id,customer_id,rating,review_date
V0007028,O0017262,P0258,C00934,5,2023-06-27
V0007029,O0017266,P0258,C03027,5,2023-07-17
V0007030,O0017268,P0227,C02320,5,2023-07-06
V0007031,O0017270,P0003,C04552,2,2023-07-06
V0007032,O0017274,P0107,C00158,4,2023-07-16
V0007033,O0017276,P0125,C02448,4,2023-07-04
V0007034,O0017279,P0227,C00127,4,2023-07-16
V0007035,O0017282,P0027,C00612,4,2023-07-04
V0007036,O0017284,P0054,C03780,4,2023-07-11
V0007037,O0017284,P0127,C03780,4,2023-07-05
V0007038,O0017292,P0107,C01185,3,2023-06-30
V0007039,O0017298,P0027,C04591,3,2023-07-16
V0007040,O0017306,P0003,C02294,4,2023-07-23
V0007041,O0017313,P0124,C02377,5,2023-07-03
V0007042,O0017316,P0055,C04041,4,2023-06-29
V0007043,O0017317,P0012,C02981,5,2023-06-27
V0007044,O0017317,P0252,C02981,4,2023-07-04
V0007045,O0017317,P0292,C02981,4,2023-07-07
V0007046,O0017320,P0274,C04204,5,2023-07-20
V0007047,O0017321,P0233,C04330,4,2023-07-05
V0007048,O0017321,P0132,C04330,4,2023-07-16
V0007049,O0017322,P0124,C04547,3,2023-07-20
V0007050,O0017324,P0027,C02040,4,2023-07-08
V0007051,O0017324,P0125,C02040,5,2023-07-11
V0007052,O0017328,P0027,C02139,4,2023-07-07
V0007053,O0017329,P0121,C00710,4,2023-07-19
V0007054,O0017332,P0003,C00288,4,2023-07-18
V0007055,O0017337,P0258,C04207,5,2023-07-29
V0007056,O0017339,P0274,C03500,5,2023-07-27
V0007057,O0017342,P0274,C03667,5,2023-07-09
V0007058,O0017354,P0274,C02958,4,2023-07-25
V0007059,O0017355,P0125,C03958,5,2023-07-26
V0007060,O0017357,P0227,C00127,4,2023-06-28
V0007061,O0017360,P0055,C00893,4,2023-07-05
V0007062,O0017361,P0262,C04204,4,2023-07-27
V0007063,O0017363,P0258,C00702,5,2023-07-06
V0007064,O0017363,P0185,C00702,4,2023-07-26
V0007065,O0017364,P0258,C03580,5,2023-07-08
V0007066,O0017373,P0125,C02807,5,2023-06-29
V0007067,O0017375,P0274,C02696,5,2023-07-25
V0007068,O0017376,P0032,C04177,5,2023-07-06
V0007069,O0017377,P0124,C00893,5,2023-07-18
V0007070,O0017380,P0227,C00211,4,2023-07-08
V0007071,O0017383,P0258,C04996,5,2023-06-29
V0007072,O0017385,P0020,C01956,4,2023-07-30
V0007073,O0017386,P0258,C02929,4,2023-07-08
V0007074,O0017388,P0251,C00008,4,2023-07-27
V0007075,O0017389,P0012,C01867,4,2023-07-27
V0007076,O0017389,P0258,C01867,5,2023-07-03
V0007077,O0017390,P0003,C00532,5,2023-07-17
V0007078,O0017390,P0027,C00532,5,2023-07-27
V0007079,O0017393,P0003,C00632,5,2023-07-04
V0007080,O0017394,P0227,C02890,4,2023-07-14
V0007081,O0017394,P0053,C02890,4,2023-07-12
V0007082,O0017395,P0124,C01315,5,2023-07-12
V0007083,O0017396,P0038,C03027,4,2023-07-25
V0007084,O0017398,P0274,C00619,5,2023-07-26
V0007085,O0017398,P0125,C00619,4,2023-07-04
V0007086,O0017399,P0082,C00874,5,2023-07-07
V0007087,O0017403,P0274,C04447,5,2023-07-19
V0007088,O0017407,P0027,C03538,5,2023-07-16
V0007089,O0017407,P0012,C03538,5,2023-07-25
V0007090,O0017411,P0068,C04935,4,2023-07-08
V0007091,O0017413,P0258,C00901,5,2023-06-28
V0007092,O0017414,P0125,C04540,4,2023-07-03
V0007093,O0017415,P0274,C00211,5,2023-07-21
V0007094,O0017416,P0003,C03128,4,2023-06-28
V0007095,O0017417,P0020,C02414,4,2023-07-16
V0007096,O0017419,P0003,C04173,4,2023-07-12
V0007097,O0017420,P0125,C00239,4,2023-07-29
V0007098,O0017422,P0121,C03780,4,2023-07-28
V0007099,O0017425,P0001,C01905,4,2023-07-18
V0007100,O0017425,P0226,C01905,3,2023-07-28
V0007101,O0017427,P0003,C03094,5,2023-07-05
V0007102,O0017430,P0027,C04294,5,2023-07-19
V0007103,O0017431,P0252,C02929,4,2023-07-27
V0007104,O0017433,P0038,C00434,4,2023-07-01
V0007105,O0017434,P0132,C00380,4,2023-07-11
V0007106,O0017437,P0020,C04655,4,2023-07-11
V0007107,O0017444,P0274,C01130,5,2023-07-18
V0007108,O0017448,P0121,C04972,4,2023-07-24
V0007109,O0017450,P0124,C04493,4,2023-07-02
V0007110,O0017451,P0258,C00901,4,2023-07-04
V0007111,O0017456,P0027,C04177,4,2023-07-16
V0007112,O0017457,P0150,C02427,3,2023-06-28
V0007113,O0017460,P0238,C01228,2,2023-07-18
V0007114,O0017462,P0027,C04179,5,2023-07-24
V0007115,O0017462,P0233,C04179,5,2023-07-06
V0007116,O0017464,P0012,C01124,4,2023-07-22
V0007117,O0017466,P0027,C04330,5,2023-07-04
V0007118,O0017472,P0003,C03403,4,2023-07-19
V0007119,O0017474,P0124,C04253,5,2023-07-24
V0007120,O0017474,P0125,C04253,4,2023-07-17
V0007121,O0017481,P0027,C00930,4,2023-07-01
V0007122,O0017481,P0003,C00930,4,2023-07-22
V0007123,O0017482,P0038,C02188,5,2023-07-18
V0007124,O0017482,P0125,C02188,4,2023-06-30
V0007125,O0017482,P0020,C02188,4,2023-07-23
V0007126,O0017483,P0124,C03522,5,2023-07-19
V0007127,O0017484,P0032,C00830,4,2023-06-29
V0007128,O0017492,P0027,C04655,4,2023-07-03
V0007129,O0017495,P0258,C04599,5,2023-07-22
V0007130,O0017496,P0027,C04352,4,2023-07-06
V0007131,O0017500,P0233,C04336,5,2023-07-25
V0007132,O0017502,P0027,C03363,4,2023-07-05
V0007133,O0017502,P0296,C03363,5,2023-07-23
V0007134,O0017507,P0121,C00702,4,2023-07-18
V0007135,O0017510,P0009,C01995,4,2023-07-18
V0007136,O0017511,P0257,C00300,4,2023-07-23
V0007137,O0017513,P0258,C02890,4,2023-07-25
V0007138,O0017515,P0258,C03100,5,2023-07-27
V0007139,O0017516,P0258,C01867,4,2023-07-24
V0007140,O0017524,P0227,C02890,3,2023-07-22
V0007141,O0017525,P0125,C02225,4,2023-07-18
V0007142,O0017528,P0274,C01120,4,2023-06-30
V0007143,O0017529,P0038,C00771,5,2023-07-06
V0007144,O0017534,P0089,C00211,5,2023-07-22
V0007145,O0017534,P0002,C00211,3,2023-07-02
V0007146,O0017535,P0154,C03681,5,2023-07-05
V0007147,O0017536,P0020,C03470,4,2023-07-13
V0007148,O0017536,P0125,C03470,5,2023-07-13
V0007149,O0017542,P0274,C03198,5,2023-07-23
V0007150,O0017545,P0233,C02787,4,2023-07-27
V0007151,O0017546,P0125,C00930,4,2023-07-16
V0007152,O0017548,P0218,C00607,5,2023-07-02
V0007153,O0017563,P0234,C01819,5,2023-07-30
V0007154,O0017564,P0001,C04655,4,2023-07-05
V0007155,O0017566,P0027,C02943,4,2023-06-28
V0007156,O0017568,P0150,C03094,5,2023-07-17
V0007157,O0017570,P0027,C01120,4,2023-07-25
V0007158,O0017574,P0274,C04330,5,2023-06-28
V0007159,O0017577,P0125,C03958,5,2023-06-30
V0007160,O0017585,P0038,C02976,5,2023-07-07
V0007161,O0017586,P0020,C04691,3,2023-07-19
V0007162,O0017587,P0125,C03468,5,2023-07-18
V0007163,O0017591,P0052,C03094,4,2023-07-25
V0007164,O0017596,P0125,C02166,5,2023-07-22
V0007165,O0017598,P0160,C02533,5,2023-07-07
V0007166,O0017599,P0154,C03500,3,2023-07-07
V0007167,O0017602,P0003,C02890,4,2023-07-28
V0007168,O0017607,P0258,C00627,5,2023-07-08
V0007169,O0017608,P0003,C00434,4,2023-07-05
V0007170,O0017612,P0020,C01130,5,2023-07-09
V0007171,O0017613,P0003,C00491,3,2023-07-29
V0007172,O0017618,P0258,C01320,4,2023-07-01
V0007173,O0017618,P0258,C01320,4,2023-07-11
V0007174,O0017621,P0027,C00901,4,2023-07-11
V0007175,O0017621,P0003,C00901,3,2023-07-03
V0007176,O0017624,P0160,C04315,5,2023-07-06
V0007177,O0017625,P0285,C04529,4,2023-06-28
V0007178,O0017634,P0051,C00901,3,2023-07-30
V0007179,O0017635,P0227,C00525,4,2023-07-06
V0007180,O0017636,P0233,C04996,4,2023-07-29
V0007181,O0017639,P0003,C01539,4,2023-07-10
V0007182,O0017642,P0003,C03595,4,2023-07-22
V0007183,O0017647,P0064,C04447,4,2023-07-02
V0007184,O0017647,P0003,C04447,3,2023-07-26
V0007185,O0017649,P0151,C01469,5,2023-07-24
V0007186,O0017653,P0287,C03958,5,2023-07-16
V0007187,O0017655,P0121,C00122,3,2023-07-01
V0007188,O0017665,P0032,C03094,5,2023-07-21
V0007189,O0017665,P0160,C03094,5,2023-07-11
V0007190,O0017666,P0125,C00211,4,2023-07-08
V0007191,O0017668,P0117,C00098,4,2023-07-26
V0007192,O0017669,P0258,C00942,5,2023-07-27
V0007193,O0017670,P0124,C01469,5,2023-07-18
V0007194,O0017671,P0125,C04839,5,2023-07-03
V0007195,O0017674,P0274,C04552,4,2023-07-13
V0007196,O0017675,P0013,C03900,4,2023-08-01
V0007197,O0017676,P0038,C03100,5,2023-07-25
V0007198,O0017679,P0068,C01819,4,2023-08-01
V0007199,O0017685,P0003,C00696,4,2023-07-23
V0007200,O0017685,P0038,C00696,4,2023-07-18
V0007201,O0017686,P0020,C04050,3,2023-07-24
V0007202,O0017687,P0055,C04677,5,2023-07-22
V0007203,O0017690,P0124,C01414,5,2023-07-13
V0007204,O0017691,P0274,C00886,4,2023-07-15
V0007205,O0017692,P0038,C03566,5,2023-07-13
V0007206,O0017694,P0125,C02316,5,2023-07-29
V0007207,O0017695,P0234,C01109,5,2023-07-28
V0007208,O0017695,P0287,C01109,5,2023-07-18
V0007209,O0017698,P0165,C04004,5,2023-07-28
V0007210,O0017701,P0027,C04655,5,2023-07-09
V0007211,O0017707,P0165,C01711,5,2023-07-23
V0007212,O0017708,P0125,C03907,5,2023-07-26
V0007213,O0017709,P0036,C04702,5,2023-07-12
V0007214,O0017710,P0003,C00463,4,2023-07-25
V0007215,O0017716,P0125,C01228,5,2023-07-29
V0007216,O0017717,P0257,C03817,5,2023-07-24
V0007217,O0017717,P0125,C03817,3,2023-07-18
V0007218,O0017721,P0068,C02929,4,2023-07-06
V0007219,O0017725,P0258,C02448,5,2023-07-25
V0007220,O0017727,P0003,C00434,5,2023-07-31
V0007221,O0017732,P0124,C02958,4,2023-07-16
V0007222,O0017732,P0180,C02958,4,2023-07-09
V0007223,O0017736,P0233,C02624,3,2023-07-05
V0007224,O0017738,P0227,C01103,5,2023-07-19
V0007225,O0017742,P0003,C04466,5,2023-07-07
V0007226,O0017743,P0027,C04350,4,2023-07-24
V0007227,O0017746,P0258,C00661,5,2023-07-24
V0007228,O0017748,P0003,C00573,4,2023-07-19
V0007229,O0017753,P0027,C01182,5,2023-07-30
V0007230,O0017756,P0027,C00290,4,2023-07-13
V0007231,O0017757,P0020,C04727,5,2023-07-29
V0007232,O0017758,P0027,C00754,4,2023-07-12
V0007233,O0017762,P0124,C01320,5,2023-07-02
V0007234,O0017764,P0003,C02294,3,2023-07-06
V0007235,O0017766,P0274,C04529,5,2023-07-02
V0007236,O0017769,P0027,C02681,5,2023-07-11
V0007237,O0017772,P0003,C02134,4,2023-07-27
V0007238,O0017772,P0274,C02134,5,2023-07-27
V0007239,O0017777,P0125,C02890,5,2023-07-09
V0007240,O0017777,P0003,C02890,4,2023-07-26
V0007241,O0017778,P0027,C03355,5,2023-07-16
V0007242,O0017786,P0292,C03898,5,2023-07-26
V0007243,O0017788,P0003,C02958,4,2023-07-25
V0007244,O0017789,P0003,C01324,4,2023-06-29
V0007245,O0017791,P0233,C03580,5,2023-07-15
V0007246,O0017791,P0002,C03580,4,2023-07-11
V0007247,O0017792,P0051,C03528,4,2023-07-12
V0007248,O0017795,P0012,C00263,5,2023-07-04
V0007249,O0017800,P0125,C03922,4,2023-07-23
V0007250,O0017801,P0274,C01737,5,2023-07-31
V0007251,O0017802,P0001,C00619,5,2023-07-18
V0007252,O0017803,P0125,C02652,4,2023-07-30
V0007253,O0017804,P0027,C03538,5,2023-07-30
V0007254,O0017804,P0038,C03538,4,2023-06-30
V0007255,O0017806,P0125,C01867,5,2023-07-07
V0007256,O0017808,P0226,C04374,5,2023-07-13
V0007257,O0017809,P0124,C01109,5,2023-07-14
V0007258,O0017812,P0003,C03538,4,2023-07-08
V0007259,O0017814,P0124,C00008,5,2023-06-30
V0007260,O0017820,P0006,C04004,4,2023-07-24
V0007261,O0017822,P0027,C04466,4,2023-07-02
V0007262,O0017823,P0003,C03780,4,2023-07-03
V0007263,O0017823,P0238,C03780,4,2023-07-17
V0007264,O0017826,P0252,C04293,5,2023-07-18
V0007265,O0017830,P0027,C00830,4,2023-07-08
V0007266,O0017830,P0258,C00830,4,2023-07-18
V0007267,O0017832,P0027,C04493,4,2023-07-30
V0007268,O0017839,P0227,C02879,4,2023-07-05
V0007269,O0017841,P0125,C00604,5,2023-07-04
V0007270,O0017842,P0027,C02439,4,2023-07-26
V0007271,O0017844,P0027,C03599,4,2023-07-14
V0007272,O0017846,P0003,C04058,5,2023-07-22
V0007273,O0017848,P0292,C04079,4,2023-07-03
V0007274,O0017848,P0038,C04079,4,2023-07-16
V0007275,O0017851,P0252,C02943,5,2023-07-25
V0007276,O0017854,P0121,C01916,4,2023-07-05
V0007277,O0017859,P0125,C02026,4,2023-07-12
V0007278,O0017863,P0020,C00162,4,2023-07-11
V0007279,O0017867,P0027,C00830,4,2023-07-20
V0007280,O0017867,P0155,C00830,4,2023-07-27
V0007281,O0017871,P0252,C04233,5,2023-07-22
V0007282,O0017878,P0258,C04350,3,2023-07-21
V0007283,O0017883,P0027,C03958,4,2023-07-30
V0007284,O0017885,P0161,C04344,4,2023-07-03
V0007285,O0017888,P0060,C04756,4,2023-07-01
V0007286,O0017893,P0078,C03898,4,2023-07-29
V0007287,O0017896,P0038,C03522,3,2023-08-01
V0007288,O0017902,P0066,C00942,5,2023-07-09
V0007289,O0017904,P0132,C02929,4,2023-07-06
V0007290,O0017906,P0285,C04734,4,2023-07-19
V0007291,O0017910,P0274,C00919,5,2023-07-12
V0007292,O0017912,P0274,C02320,5,2023-07-13
V0007293,O0017913,P0227,C04204,4,2023-07-23
V0007294,O0017917,P0252,C00434,4,2023-07-08
V0007295,O0017918,P0296,C00874,5,2023-07-25
V0007296,O0017918,P0274,C00874,5,2023-07-01
V0007297,O0017919,P0054,C00613,4,2023-07-31
V0007298,O0017920,P0232,C00003,5,2023-07-24
V0007299,O0017924,P0232,C02448,4,2023-07-23
V0007300,O0017927,P0233,C03084,5,2023-07-26
V0007301,O0017931,P0218,C03622,3,2023-07-21
V0007302,O0017933,P0233,C00779,4,2023-07-04
V0007303,O0017938,P0027,C02703,4,2023-07-22
V0007304,O0017942,P0003,C02026,4,2023-07-31
V0007305,O0017946,P0285,C00922,4,2023-07-29
V0007306,O0017948,P0125,C02744,4,2023-07-27
V0007307,O0017952,P0177,C04233,4,2023-07-14
V0007308,O0017953,P0226,C02979,3,2023-07-24
V0007309,O0017955,P0027,C04935,4,2023-07-10
V0007310,O0017961,P0027,C00718,4,2023-07-03
V0007311,O0017963,P0227,C02700,4,2023-07-09
V0007312,O0017963,P0206,C02700,5,2023-07-11
V0007313,O0017964,P0038,C00702,4,2023-07-01
V0007314,O0017965,P0020,C04480,4,2023-07-08
V0007315,O0017966,P0009,C02943,5,2023-07-23
V0007316,O0017971,P0054,C04294,4,2023-07-28
V0007317,O0017975,P0285,C03053,4,2023-08-03
V0007318,O0017977,P0274,C04336,5,2023-07-24
V0007319,O0017982,P0258,C03100,5,2023-07-05
V0007320,O0017986,P0038,C03008,5,2023-07-06
V0007321,O0017991,P0053,C01752,4,2023-07-17
V0007322,O0017993,P0003,C01469,3,2023-07-19
V0007323,O0017998,P0093,C00239,3,2023-07-22
V0007324,O0018000,P0125,C04336,4,2023-07-27
V0007325,O0018002,P0027,C00149,5,2023-07-31
V0007326,O0018004,P0125,C03008,4,2023-07-16
V0007327,O0018005,P0027,C04677,5,2023-07-01
V0007328,O0018006,P0274,C00263,4,2023-07-30
V0007329,O0018007,P0003,C01320,5,2023-08-01
V0007330,O0018009,P0027,C00365,5,2023-07-05
V0007331,O0018009,P0038,C00365,5,2023-07-10
V0007332,O0018010,P0117,C03073,4,2023-07-30
V0007333,O0018012,P0274,C02147,5,2023-07-23
V0007334,O0018013,P0125,C04677,5,2023-07-13
V0007335,O0018013,P0274,C04677,5,2023-07-07
V0007336,O0018016,P0125,C00930,4,2023-07-01
V0007337,O0018018,P0125,C00149,5,2023-08-02
V0007338,O0018018,P0001,C00149,3,2023-07-15
V0007339,O0018021,P0003,C02363,3,2023-07-15
V0007340,O0018025,P0274,C04466,5,2023-08-01
V0007341,O0018028,P0240,C01182,3,2023-08-02
V0007342,O0018029,P0218,C03002,5,2023-08-02
V0007343,O0018030,P0116,C00874,4,2023-07-05
V0007344,O0018032,P0003,C01591,3,2023-07-30
V0007345,O0018034,P0274,C00777,4,2023-08-03
V0007346,O0018039,P0027,C04253,4,2023-07-22
V0007347,O0018044,P0274,C01394,5,2023-08-03
V0007348,O0018046,P0258,C00702,5,2023-08-01
V0007349,O0018046,P0274,C00702,5,2023-07-12
V0007350,O0018048,P0274,C02981,5,2023-07-20
V0007351,O0018049,P0125,C02134,4,2023-07-21
V0007352,O0018055,P0027,C02687,5,2023-07-29
V0007353,O0018058,P0038,C04004,3,2023-08-03
V0007354,O0018059,P0052,C04294,4,2023-07-08
V0007355,O0018060,P0232,C02147,5,2023-08-03
V0007356,O0018060,P0038,C02147,4,2023-07-07
V0007357,O0018063,P0001,C00930,4,2023-08-01
V0007358,O0018063,P0027,C00930,4,2023-07-24
V0007359,O0018063,P0003,C00930,5,2023-07-15
V0007360,O0018066,P0258,C04315,4,2023-07-17
V0007361,O0018066,P0226,C04315,3,2023-07-21
V0007362,O0018071,P0027,C03898,4,2023-07-02
V0007363,O0018072,P0003,C03806,4,2023-07-27
V0007364,O0018074,P0027,C02373,5,2023-07-02
V0007365,O0018077,P0027,C02294,5,2023-07-09
V0007366,O0018077,P0038,C02294,4,2023-07-16
V0007367,O0018078,P0258,C04253,4,2023-07-11
V0007368,O0018078,P0038,C04253,5,2023-07-11
V0007369,O0018080,P0020,C04501,4,2023-07-28
V0007370,O0018081,P0003,C00886,4,2023-07-22
V0007371,O0018082,P0252,C03094,4,2023-07-29
V0007372,O0018082,P0038,C03094,4,2023-07-02
V0007373,O0018083,P0027,C04507,5,2023-07-22
V0007374,O0018088,P0274,C00290,5,2023-07-05
V0007375,O0018091,P0258,C02525,4,2023-07-21
V0007376,O0018092,P0258,C03667,5,2023-07-11
V0007377,O0018095,P0020,C02134,5,2023-07-05
V0007378,O0018096,P0027,C01752,3,2023-07-03
V0007379,O0018100,P0173,C00013,5,2023-07-11
V0007380,O0018105,P0240,C01182,4,2023-07-07
V0007381,O0018106,P0125,C04161,4,2023-07-07
V0007382,O0018111,P0017,C02943,3,2023-07-22
V0007383,O0018112,P0104,C03500,4,2023-08-02
V0007384,O0018114,P0003,C02976,4,2023-07-25
V0007385,O0018117,P0125,C03094,4,2023-07-05
V0007386,O0018118,P0125,C02914,5,2023-07-18
V0007387,O0018119,P0020,C01489,3,2023-08-03
V0007388,O0018120,P0125,C04691,4,2023-07-13
V0007389,O0018120,P0038,C04691,4,2023-07-13
V0007390,O0018125,P0027,C03528,5,2023-07-16
V0007391,O0018128,P0001,C01130,3,2023-07-14
V0007392,O0018130,P0233,C00627,5,2023-08-04
V0007393,O0018134,P0138,C02245,4,2023-07-14
V0007394,O0018135,P0047,C04466,5,2023-07-28
V0007395,O0018137,P0027,C02185,3,2023-07-18
V0007396,O0018146,P0180,C04621,4,2023-07-06
V0007397,O0018147,P0027,C00992,5,2023-08-01
V0007398,O0018148,P0124,C04177,4,2023-07-09
V0007399,O0018151,P0051,C04294,4,2023-07-12
V0007400,O0018155,P0147,C02294,4,2023-07-31
V0007401,O0018158,P0244,C02168,4,2023-07-12
V0007402,O0018164,P0001,C01831,4,2023-07-16
V0007403,O0018171,P0027,C00592,3,2023-07-24
V0007404,O0018173,P0258,C01124,3,2023-07-16
V0007405,O0018177,P0121,C00702,4,2023-07-26
V0007406,O0018177,P0027,C00702,5,2023-07-27
V0007407,O0018181,P0258,C04507,5,2023-08-03
V0007408,O0018183,P0027,C00158,4,2023-08-04
V0007409,O0018184,P0001,C02005,5,2023-07-30
V0007410,O0018190,P0125,C02316,4,2023-07-31
V0007411,O0018191,P0012,C02525,2,2023-07-03
V0007412,O0018195,P0274,C04179,5,2023-07-03
V0007413,O0018197,P0258,C00573,4,2023-07-03
V0007414,O0018198,P0181,C02703,3,2023-07-28
V0007415,O0018200,P0121,C04703,5,2023-07-21
V0007416,O0018201,P0052,C00525,5,2023-07-12
V0007417,O0018202,P0161,C01819,4,2023-07-27
V0007418,O0018210,P0274,C03964,5,2023-08-02
V0007419,O0018211,P0003,C02448,4,2023-07-05
V0007420,O0018212,P0274,C04742,5,2023-07-23
V0007421,O0018213,P0161,C00977,4,2023-07-27
V0007422,O0018214,P0089,C03229,4,2023-07-23
V0007423,O0018216,P0232,C01185,4,2023-07-09
V0007424,O0018216,P0068,C01185,5,2023-07-02
V0007425,O0018217,P0227,C01545,4,2023-07-19
V0007426,O0018219,P0039,C03078,5,2023-07-13
V0007427,O0018221,P0157,C02703,4,2023-07-08
V0007428,O0018226,P0252,C00434,4,2023-07-15
V0007429,O0018226,P0068,C00434,5,2023-07-23
V0007430,O0018229,P0027,C04501,5,2023-07-29
V0007431,O0018231,P0027,C02134,4,2023-08-01
V0007432,O0018233,P0274,C00757,3,2023-08-04
V0007433,O0018237,P0027,C03566,4,2023-07-26
V0007434,O0018241,P0117,C04360,5,2023-07-29
V0007435,O0018242,P0121,C03002,5,2023-08-01
V0007436,O0018244,P0027,C01867,4,2023-07-29
V0007437,O0018248,P0274,C02294,5,2023-07-22
V0007438,O0018249,P0125,C01228,4,2023-07-16
V0007439,O0018249,P0003,C01228,3,2023-07-26
V0007440,O0018250,P0180,C04653,4,2023-07-19
V0007441,O0018256,P0233,C04117,4,2023-07-25
V0007442,O0018263,P0027,C03599,3,2023-08-05
V0007443,O0018272,P0078,C02402,4,2023-07-04
V0007444,O0018274,P0124,C02402,5,2023-07-14
V0007445,O0018276,P0003,C02618,4,2023-07-15
V0007446,O0018277,P0055,C02197,4,2023-07-13
V0007447,O0018281,P0150,C04703,5,2023-07-29
V0007448,O0018283,P0287,C00874,5,2023-07-12
V0007449,O0018284,P0003,C01815,4,2023-08-02
V0007450,O0018287,P0038,C02958,5,2023-07-20
V0007451,O0018288,P0027,C04233,5,2023-07-15
V0007452,O0018292,P0227,C04233,5,2023-07-28
V0007453,O0018293,P0124,C04207,5,2023-07-20
V0007454,O0018295,P0180,C02513,4,2023-07-29
V0007455,O0018298,P0265,C01916,4,2023-07-04
V0007456,O0018303,P0233,C04294,4,2023-07-26
V0007457,O0018308,P0027,C03027,5,2023-07-04
V0007458,O0018310,P0227,C04493,4,2023-07-21
V0007459,O0018311,P0274,C01363,5,2023-07-28
V0007460,O0018314,P0173,C00893,4,2023-07-08
V0007461,O0018315,P0003,C04179,3,2023-07-03
V0007462,O0018319,P0144,C01831,4,2023-07-09
V0007463,O0018320,P0027,C01541,4,2023-07-28
V0007464,O0018323,P0003,C00274,5,2023-07-14
V0007465,O0018323,P0274,C00274,5,2023-07-18
V0007466,O0018324,P0287,C00275,3,2023-07-30
V0007467,O0018327,P0258,C00008,5,2023-07-25
V0007468,O0018327,P0226,C00008,4,2023-07-23
V0007469,O0018328,P0027,C01103,5,2023-07-31
V0007470,O0018329,P0252,C02166,4,2023-07-14
V0007471,O0018334,P0172,C00702,5,2023-07-19
V0007472,O0018334,P0125,C00702,5,2023-07-24
V0007473,O0018334,P0258,C00702,5,2023-07-13
V0007474,O0018335,P0117,C03201,5,2023-07-24
V0007475,O0018342,P0038,C00071,4,2023-07-25
V0007476,O0018342,P0001,C00071,5,2023-07-19
V0007477,O0018344,P0274,C01540,5,2023-07-29
V0007478,O0018345,P0227,C00632,4,2023-07-30
V0007479,O0018347,P0125,C03430,5,2023-07-19
V0007480,O0018347,P0274,C03430,4,2023-07-09
V0007481,O0018349,P0180,C00193,4,2023-07-28
V0007482,O0018350,P0125,C00156,5,2023-07-06
V0007483,O0018350,P0274,C00156,5,2023-07-11
V0007484,O0018355,P0258,C03815,5,2023-07-24
V0007485,O0018362,P0180,C00434,3,2023-07-03
V0007486,O0018369,P0125,C04344,5,2023-07-24
V0007487,O0018369,P0274,C04344,5,2023-07-18
V0007488,O0018372,P0003,C00263,4,2023-07-28
V0007489,O0018372,P0227,C00263,5,2023-07-12
V0007490,O0018372,P0150,C00263,4,2023-07-24
V0007491,O0018374,P0274,C03459,4,2023-07-12
V0007492,O0018378,P0132,C01539,4,2023-08-03
V0007493,O0018381,P0125,C00769,4,2023-07-04
V0007494,O0018381,P0274,C00769,4,2023-07-18
V0007495,O0018386,P0173,C00275,4,2023-07-16
V0007496,O0018387,P0064,C00664,4,2023-07-12
V0007497,O0018388,P0251,C03681,4,2023-07-24
V0007498,O0018389,P0124,C02225,5,2023-07-24
V0007499,O0018390,P0003,C02225,4,2023-07-06
V0007500,O0018395,P0251,C01228,5,2023-07-22
V0007501,O0018407,P0140,C00145,4,2023-07-09
V0007502,O0018408,P0027,C03580,5,2023-07-27
V0007503,O0018408,P0125,C03580,5,2023-07-29
V0007504,O0018409,P0258,C00664,5,2023-07-21
V0007505,O0018410,P0132,C00797,4,2023-08-02
V0007506,O0018411,P0027,C04647,3,2023-07-21
V0007507,O0018412,P0027,C00830,5,2023-07-14
V0007508,O0018412,P0125,C00830,3,2023-07-26
V0007509,O0018414,P0287,C01120,5,2023-07-09
V0007510,O0018414,P0054,C01120,4,2023-07-23
V0007511,O0018415,P0001,C00632,3,2023-07-22
V0007512,O0018415,P0125,C00632,4,2023-07-04
V0007513,O0018415,P0020,C00632,4,2023-07-26
V0007514,O0018417,P0001,C03500,5,2023-07-19
V0007515,O0018419,P0054,C02744,4,2023-08-04
V0007516,O0018421,P0292,C04585,4,2023-07-21
V0007517,O0018428,P0020,C00319,4,2023-07-22
V0007518,O0018429,P0233,C04207,4,2023-07-12
V0007519,O0018436,P0274,C04466,4,2023-07-26
V0007520,O0018439,P0226,C03681,4,2023-07-24
V0007521,O0018439,P0078,C03681,4,2023-07-23
V0007522,O0018442,P0274,C01867,4,2023-07-30
V0007523,O0018448,P0003,C00149,3,2023-07-29
V0007524,O0018450,P0165,C02446,5,2023-08-06
V0007525,O0018455,P0287,C01966,5,2023-07-13
V0007526,O0018458,P0027,C02134,3,2023-07-11
V0007527,O0018459,P0226,C00149,4,2023-07-26
V0007528,O0018461,P0082,C00478,4,2023-07-20
V0007529,O0018464,P0287,C04466,5,2023-07-28
V0007530,O0018465,P0003,C03094,4,2023-08-05
V0007531,O0018465,P0038,C03094,4,2023-07-07
V0007532,O0018466,P0121,C04742,4,2023-07-17
V0007533,O0018468,P0003,C01819,4,2023-08-02
V0007534,O0018468,P0258,C01819,4,2023-07-16
V0007535,O0018470,P0020,C04742,4,2023-07-19
V0007536,O0018477,P0258,C02976,4,2023-07-26
V0007537,O0018478,P0274,C04177,5,2023-07-11
V0007538,O0018483,P0285,C04790,5,2023-07-26
V0007539,O0018490,P0027,C02952,4,2023-07-28
V0007540,O0018491,P0082,C02779,4,2023-08-04
V0007541,O0018492,P0008,C03094,4,2023-08-05
V0007542,O0018494,P0274,C03758,5,2023-07-04
V0007543,O0018495,P0038,C00365,4,2023-07-28
V0007544,O0018498,P0003,C00321,4,2023-08-06
